book1	chapter1	verse1	book2	chapter2	verse2	similarity
Leviticus	11	14	Psalmi	18	50	60
Reges_I	11	41	Reges_I	14	19	67
Exodus	31	12	Jeremia	32	26	78
Reges_I	12	5	Psalmi	50	4	61
Ezechiel	33	18	Psalmi	66	11	60
Ezechiel	8	13	Psalmi	56	5	60
Exodus	16	30	Iob	37	8	63
Reges_II	4	30	Sacharia	5	6	62
Exodus	29	18	Numeri	28	13	64
Deuteronomium	32	3	Psalmi	77	14	62
Leviticus	11	23	Numeri	26	7	61
Chronica_I	4	29	Chronica_I	4	30	65
Ezechiel	44	29	Psalmi	135	1	60
Esra	7	8	Chronica_I	26	3	60
Ezechiel	14	12	Psalmi	83	3	61
Judices	11	28	Samuel_I	31	11	60
Leviticus	22	32	Numeri	2	33	62
Chronica_I	4	25	Chronica_I	5	4	68
Genesis	7	17	Leviticus	11	31	63
Psalmi	81	14	Psalmi	89	29	62
Exodus	4	22	Chronica_II	6	1	61
Exodus	30	22	Reges_I	21	28	71
Deuteronomium	4	4	Ezechiel	30	1	62
Chronica_I	6	58	Chronica_I	6	66	78
Psalmi	31	9	Proverbia	23	10	64
Deuteronomium	2	1	Reges_I	11	27	60
Psalmi	80	5	Iob	23	13	60
Genesis	17	22	Deuteronomium	4	4	61
Reges_II	2	18	Psalmi	141	3	60
Jeremia	31	24	Psalmi	37	20	61
Jona	1	1	Haggai	1	3	75
Exodus	40	25	Leviticus	9	21	64
Deuteronomium	3	29	Threni	3	10	61
Psalmi	6	2	Iob	36	22	64
Exodus	30	22	Leviticus	14	1	100
Numeri	28	20	Numeri	28	28	91
Jeremia	33	23	Proverbia	24	32	60
Genesis	3	4	Psalmi	119	60	63
Numeri	3	44	Jeremia	2	4	60
Exodus	16	34	Reges_I	18	46	60
Numeri	13	1	Ezechiel	28	1	79
Chronica_I	25	22	Chronica_I	25	23	82
Iob	10	2	Esther	10	1	60
Numeri	20	3	Reges_I	21	20	61
Jeremia	16	1	Jeremia	34	12	73
Exodus	29	46	Deuteronomium	18	14	62
Leviticus	23	9	Psalmi	125	4	62
Numeri	36	10	Josua	14	5	77
Genesis	30	5	Psalmi	66	18	60
Samuel_II	11	19	Esther	3	9	60
Genesis	2	22	Chronica_II	35	23	60
Jeremia	35	19	Esra	9	4	61
Jeremia	33	23	Haggai	2	11	60
Numeri	4	35	Reges_I	22	42	63
Leviticus	16	28	Numeri	19	7	66
Numeri	7	43	Numeri	7	61	100
Reges_II	9	29	Chronica_II	33	1	61
Deuteronomium	23	1	Iob	31	30	60
Ezechiel	45	24	Jona	1	2	60
Iob	19	25	Chronica_I	7	36	61
Psalmi	78	32	Proverbia	24	9	61
Numeri	14	39	Jeremia	30	4	63
Esra	7	2	Nehemia	7	56	67
Jeremia	51	62	Chronica_I	29	16	62
Sacharia	11	15	Psalmi	116	18	63
Exodus	6	29	Jeremia	51	61	60
Daniel	1	2	Chronica_II	23	7	60
Jeremia	18	1	Ezechiel	36	16	65
Numeri	6	1	Numeri	7	4	91
Numeri	7	34	Numeri	29	5	70
Chronica_I	4	35	Chronica_I	5	5	60
Reges_I	21	17	Jeremia	34	12	79
Psalmi	107	21	Psalmi	122	7	60
Jeremia	34	12	Ezechiel	22	23	73
Jeremia	46	1	Ezechiel	18	1	61
Leviticus	27	1	Jeremia	1	4	79
Genesis	36	25	Chronica_I	7	26	61
Jeremia	19	3	Jeremia	39	16	63
Exodus	4	19	Judices	13	13	62
Reges_I	16	30	Chronica_II	14	1	62
Jeremia	10	17	Ezechiel	20	10	64
Reges_I	17	2	Chronica_II	11	2	71
Numeri	6	1	Psalmi	125	4	62
Jeremia	5	14	Jeremia	31	23	62
Exodus	25	15	Jesaia	7	21	60
Ezechiel	35	1	Joel	1	1	62
Leviticus	9	11	Josua	6	11	62
Psalmi	66	14	Psalmi	109	30	63
Nehemia	7	13	Nehemia	7	36	78
Judices	6	23	Psalmi	96	2	60
Genesis	39	7	Deuteronomium	6	6	62
Jesaia	54	3	Psalmi	35	20	62
Hosea	3	2	Iob	38	17	60
Psalmi	122	3	Chronica_I	7	12	61
Numeri	33	16	Numeri	33	34	69
Psalmi	145	10	Chronica_I	16	34	62
Leviticus	23	23	Jeremia	43	8	70
Numeri	4	44	Ezechiel	33	23	60
Exodus	12	51	Hosea	12	14	61
Deuteronomium	24	21	Jesaia	63	16	60
Ezechiel	37	5	Ezechiel	38	10	65
Esra	7	4	Chronica_I	24	26	67
Psalmi	135	14	Proverbia	4	3	61
Samuel_II	14	31	Jeremia	27	14	61
Zephania	2	11	Psalmi	22	28	61
Psalmi	116	1	Psalmi	118	21	60
Exodus	7	6	Exodus	39	32	63
Jeremia	28	8	Jeremia	46	25	61
Leviticus	26	21	Reges_II	14	16	60
Deuteronomium	5	32	Chronica_II	34	2	64
Sacharia	2	6	Sacharia	5	2	60
Leviticus	23	26	Jeremia	24	4	79
Jeremia	12	11	Jeremia	15	10	62
Reges_I	3	3	Reges_I	8	61	65
Jeremia	27	19	Jeremia	34	2	60
Numeri	20	7	Threni	3	10	69
Genesis	47	25	Jesaia	60	8	60
Esra	2	18	Chronica_I	7	30	62
Numeri	26	3	Numeri	31	51	64
Samuel_II	11	18	Ezechiel	11	25	60
Leviticus	7	26	Ezechiel	3	26	61
Ezechiel	7	1	Psalmi	107	24	60
Genesis	20	3	Reges_II	22	15	63
Exodus	20	1	Numeri	3	11	62
Leviticus	14	19	Leviticus	14	20	63
Deuteronomium	15	5	Reges_II	18	12	61
Exodus	31	12	Numeri	4	1	77
Ezechiel	19	2	Proverbia	22	13	60
Ezechiel	39	8	Daniel	1	6	61
Iob	31	22	Iob	38	15	62
Samuel_II	10	7	Chronica_I	19	8	97
Samuel_II	6	9	Jesaia	22	12	60
Genesis	45	8	Ezechiel	20	8	60
Leviticus	5	20	Numeri	33	50	63
Exodus	6	28	Jeremia	43	8	69
Deuteronomium	1	36	Josua	14	9	61
Zephania	3	16	Chronica_I	17	3	60
Deuteronomium	6	5	Psalmi	76	12	64
Numeri	13	1	Jeremia	37	6	76
Samuel_II	14	8	Reges_II	4	23	61
Deuteronomium	6	14	Chronica_I	16	20	60
Genesis	19	37	Iob	1	18	60
Jesaia	32	5	Psalmi	7	8	63
Psalmi	106	45	Proverbia	14	33	60
Numeri	3	19	Ezechiel	35	2	60
Numeri	7	5	Numeri	31	27	61
Josua	22	16	Ezechiel	38	17	60
Genesis	13	17	Deuteronomium	1	9	63
Esra	2	4	Esra	2	60	61
Jesaia	28	26	Iob	23	4	65
Numeri	4	17	Jeremia	29	30	74
Samuel_I	2	6	Psalmi	71	1	65
Leviticus	13	1	Joel	1	1	65
Numeri	17	15	Chronica_I	6	49	61
Ezechiel	30	3	Psalmi	4	7	60
Genesis	28	21	Exodus	4	16	61
Leviticus	23	9	Deuteronomium	1	32	60
Iob	6	22	Iob	13	23	61
Micha	6	3	Nehemia	10	9	62
Leviticus	8	1	Psalmi	106	24	60
Genesis	24	59	Deuteronomium	19	12	62
Proverbia	27	21	Nehemia	5	4	61
Josua	21	36	Chronica_I	6	64	63
Judices	10	10	Reges_I	22	18	60
Iob	6	22	Proverbia	17	11	64
Numeri	35	9	Jeremia	13	8	79
Genesis	18	9	Exodus	32	2	60
Exodus	34	12	Judices	2	2	64
Psalmi	136	11	Psalmi	136	24	77
Chronica_I	25	15	Chronica_II	4	15	60
Ezechiel	38	6	Ezechiel	38	9	60
Jeremia	32	6	Chronica_I	17	3	61
Reges_I	22	2	Sacharia	12	9	64
Jesaia	38	4	Ezechiel	14	2	89
Samuel_II	14	31	Samuel_II	16	18	61
Judices	1	28	Chronica_II	5	4	60
Leviticus	23	41	Jeremia	28	17	65
Numeri	28	11	Numeri	29	29	64
Genesis	29	26	Leviticus	5	25	60
Numeri	16	20	Jeremia	32	26	74
Leviticus	7	5	Numeri	5	16	65
Psalmi	136	3	Iob	12	11	68
Deuteronomium	7	14	Nehemia	11	23	61
Psalmi	136	1	Psalmi	136	4	72
Haggai	2	9	Sacharia	8	6	60
Leviticus	15	7	Deuteronomium	34	3	60
Samuel_II	6	9	Sacharia	14	6	60
Exodus	33	15	Psalmi	121	1	60
Judices	12	11	Judices	12	13	64
Jesaia	16	13	Ezechiel	21	23	64
Psalmi	121	1	Chronica_I	27	19	60
Deuteronomium	15	1	Nehemia	7	16	60
Leviticus	10	8	Josua	4	15	79
Ezechiel	32	21	Ezechiel	32	28	61
Numeri	35	19	Reges_I	7	44	63
Josua	2	2	Chronica_II	1	2	60
Exodus	20	6	Leviticus	18	12	62
Jesaia	8	5	Psalmi	115	5	62
Psalmi	136	17	Proverbia	25	6	64
Genesis	39	11	Jesaia	22	15	62
Ezechiel	18	1	Sacharia	3	6	61
Reges_I	1	28	Esther	8	4	64
Judices	5	13	Jeremia	14	1	61
Samuel_II	18	10	Chronica_I	13	12	61
Genesis	5	8	Iob	6	13	60
Jeremia	49	39	Iob	9	12	61
Exodus	7	8	Proverbia	3	8	62
Reges_II	13	12	Reges_II	14	18	68
Leviticus	23	44	Numeri	6	22	62
Numeri	29	5	Numeri	29	11	60
Jeremia	49	35	Haggai	1	7	60
Genesis	42	10	Psalmi	57	3	61
Reges_I	16	25	Reges_II	15	34	65
Psalmi	89	23	Psalmi	107	17	60
Leviticus	23	9	Numeri	8	23	100
Numeri	12	3	Psalmi	8	2	60
Exodus	20	1	Numeri	1	48	62
Exodus	30	17	Numeri	34	16	100
Samuel_II	15	17	Chronica_II	7	4	62
Esra	2	7	Nehemia	7	41	63
Genesis	26	2	Numeri	20	18	61
Esra	2	4	Esra	2	11	62
Deuteronomium	5	30	Zephania	3	1	63
Jesaia	37	19	Ezechiel	15	7	62
Numeri	20	7	Ezechiel	6	1	79
Reges_I	17	2	Psalmi	30	3	60
Exodus	28	33	Exodus	39	24	68
Reges_I	14	29	Reges_II	14	18	86
Genesis	7	10	Reges_I	4	1	61
Reges_II	21	10	Ezechiel	33	1	65
Genesis	18	33	Josua	4	1	62
Psalmi	89	27	Iob	17	14	61
Exodus	32	7	Numeri	11	23	61
Samuel_II	23	25	Psalmi	119	97	60
Jeremia	16	1	Jeremia	30	22	62
Exodus	40	17	Numeri	28	16	62
Genesis	42	14	Leviticus	1	1	61
Ezechiel	37	18	Proverbia	27	1	61
Leviticus	18	1	Numeri	5	11	100
Numeri	11	19	Jeremia	52	33	63
Deuteronomium	14	11	Deuteronomium	32	31	60
Genesis	2	4	Exodus	13	8	61
Psalmi	104	5	Psalmi	136	21	60
Iob	9	21	Iob	34	30	62
Exodus	2	18	Ezechiel	42	19	62
Leviticus	4	1	Leviticus	23	23	100
Deuteronomium	4	49	Josua	12	3	65
Samuel_II	13	21	Chronica_II	34	19	66
Exodus	13	11	Reges_I	8	10	60
Deuteronomium	17	13	Iob	16	7	60
Exodus	35	20	Ezechiel	14	1	60
Psalmi	136	13	Psalmi	136	22	63
Numeri	34	21	Iob	31	19	62
Genesis	9	8	Numeri	2	1	65
Genesis	20	18	Deuteronomium	3	5	62
Exodus	14	1	Ecclesiastes	6	11	61
Psalmi	40	15	Psalmi	70	3	88
Reges_I	13	34	Ezechiel	38	18	60
Exodus	16	11	Threni	3	10	69
Jesaia	11	7	Iob	23	6	62
Reges_I	22	15	Chronica_II	18	5	79
Samuel_I	20	40	Ecclesiastes	10	15	63
Psalmi	34	7	Psalmi	95	1	67
Exodus	6	10	Ezechiel	16	1	79
Numeri	27	23	Samuel_II	13	21	60
Micha	5	8	Micha	5	10	60
Exodus	36	5	Ezechiel	24	19	60
Genesis	36	20	Psalmi	37	1	61
Leviticus	24	8	Numeri	17	24	61
Exodus	3	14	Joel	1	4	61
Jeremia	7	33	Jeremia	34	20	66
Numeri	26	27	Numeri	26	50	65
Leviticus	22	12	Jesaia	16	12	61
Deuteronomium	32	45	Josua	21	45	62
Reges_II	13	13	Reges_II	14	16	66
Proverbia	6	31	Chronica_II	1	18	61
Leviticus	9	5	Leviticus	10	2	63
Deuteronomium	10	9	Josua	14	14	65
Leviticus	7	22	Ezechiel	28	20	79
Leviticus	24	22	Ecclesiastes	8	13	60
Psalmi	119	3	Proverbia	6	6	61
Deuteronomium	32	48	Ezechiel	3	16	62
Leviticus	10	8	Numeri	6	22	88
Josua	1	13	Nehemia	5	9	61
Jona	1	1	Daniel	8	20	62
Exodus	30	17	Jeremia	2	1	79
Jeremia	46	1	Psalmi	99	2	63
Exodus	6	2	Numeri	25	10	70
Reges_I	14	19	Reges_I	16	14	80
Chronica_II	11	15	Chronica_II	34	23	62
Psalmi	10	10	Psalmi	78	64	61
Iob	5	3	Proverbia	23	33	62
Leviticus	14	1	Threni	3	25	65
Reges_II	1	15	Psalmi	41	14	64
Leviticus	23	5	Numeri	28	16	88
Reges_II	23	37	Chronica_I	16	32	62
Josua	15	1	Josua	18	21	61
Samuel_II	24	20	Reges_II	25	2	62
Ezechiel	48	3	Ezechiel	48	25	83
Jesaia	17	7	Jeremia	18	8	60
Genesis	31	9	Reges_I	6	14	63
Psalmi	80	4	Iob	33	5	63
Psalmi	146	10	Chronica_I	26	23	61
Genesis	36	24	Jeremia	32	17	60
Numeri	18	25	Ezechiel	21	1	79
Psalmi	96	11	Chronica_I	27	33	60
Josua	21	31	Chronica_I	6	43	76
Deuteronomium	28	6	Psalmi	49	19	62
Genesis	8	15	Leviticus	19	1	76
Leviticus	4	1	Ezechiel	21	6	79
Genesis	35	10	Jesaia	44	5	62
Jeremia	22	22	Chronica_II	8	7	62
Numeri	12	12	Jeremia	32	27	60
Numeri	4	17	Chronica_I	21	27	61
Deuteronomium	18	2	Jeremia	9	16	60
Numeri	9	9	Deuteronomium	1	32	60
Chronica_I	6	22	Chronica_I	6	32	64
Reges_I	17	18	Psalmi	75	5	65
Ezechiel	20	17	Psalmi	72	15	65
Numeri	26	56	Josua	19	24	62
Leviticus	23	23	Ezechiel	25	1	79
Judices	8	34	Reges_II	17	39	74
Psalmi	29	10	Psalmi	55	5	60
Deuteronomium	12	18	Chronica_I	12	18	60
Deuteronomium	1	30	Ezechiel	30	9	61
Leviticus	19	26	Proverbia	7	14	61
Samuel_II	6	15	Jeremia	48	17	60
Reges_I	8	10	Chronica_II	5	11	65
Deuteronomium	6	20	Nehemia	1	7	69
Chronica_I	6	5	Chronica_I	6	6	61
Numeri	33	12	Numeri	33	45	68
Numeri	2	26	Nehemia	7	18	60
Numeri	24	12	Psalmi	10	6	64
Samuel_II	2	14	Reges_II	4	19	61
Numeri	26	7	Numeri	26	51	66
Samuel_I	8	10	Samuel_I	13	9	61
Psalmi	139	16	Proverbia	22	24	60
Exodus	18	17	Leviticus	18	13	64
Samuel_II	10	2	Chronica_I	19	2	84
Numeri	16	33	Chronica_II	25	3	62
Josua	21	7	Chronica_I	6	48	94
Leviticus	19	1	Sacharia	3	6	65
Psalmi	105	6	Iob	39	9	62
Deuteronomium	30	18	Deuteronomium	32	47	75
Exodus	31	1	Proverbia	3	8	65
Reges_I	8	18	Chronica_II	6	8	100
Numeri	7	45	Proverbia	27	17	60
Jesaia	38	19	Chronica_II	3	2	61
Esra	2	29	Nehemia	7	33	79
Numeri	15	12	Psalmi	86	9	62
Numeri	33	50	Chronica_II	35	23	60
Leviticus	24	10	Judices	4	3	60
Leviticus	21	16	Reges_I	16	1	61
Leviticus	18	7	Proverbia	6	18	61
Ezechiel	39	8	Haggai	1	3	61
Iob	27	9	Proverbia	7	24	64
Josua	1	10	Jeremia	33	19	62
Jeremia	9	14	Jeremia	44	11	68
Genesis	24	58	Numeri	25	2	61
Psalmi	11	7	Psalmi	140	14	69
Exodus	6	28	Ezechiel	30	1	67
Leviticus	22	30	Jesaia	27	2	65
Numeri	33	16	Numeri	33	29	62
Samuel_II	16	3	Nehemia	2	6	60
Leviticus	25	17	Hosea	1	9	62
Samuel_II	16	14	Reges_II	17	5	60
Jeremia	30	13	Ezechiel	6	2	62
Leviticus	10	8	Numeri	2	1	85
Numeri	6	24	Josua	20	1	67
Ezechiel	36	24	Ezechiel	39	27	64
Numeri	4	39	Numeri	18	21	62
Deuteronomium	27	16	Samuel_II	1	8	65
Psalmi	136	4	Psalmi	136	25	70
Josua	4	17	Jeremia	34	12	60
Deuteronomium	21	10	Iob	15	23	60
Canticum	4	3	Canticum	6	7	72
Numeri	14	11	Esther	5	5	62
Hosea	11	5	Psalmi	56	10	60
Genesis	11	5	Hosea	11	10	62
Deuteronomium	8	6	Judices	6	23	68
Iob	16	21	Iob	33	21	60
Jeremia	27	19	Jeremia	28	16	62
Exodus	18	9	Deuteronomium	7	18	63
Genesis	23	12	Jeremia	13	3	60
Judices	2	14	Judices	10	7	61
Ezechiel	17	1	Ezechiel	28	1	100
Genesis	9	8	Chronica_I	1	48	62
Ezechiel	46	15	Micha	4	1	61
Numeri	17	16	Jesaia	38	4	86
Leviticus	9	10	Numeri	31	41	62
Genesis	42	12	Psalmi	98	5	62
Hosea	10	7	Proverbia	20	26	62
Judices	14	11	Ezechiel	16	44	63
Psalmi	78	46	Psalmi	135	16	62
Judices	11	31	Chronica_II	29	32	63
Leviticus	11	43	Jeremia	23	21	61
Reges_II	1	4	Reges_II	22	15	61
Psalmi	34	7	Threni	3	37	61
Sacharia	12	9	Nehemia	7	63	61
Jesaia	35	3	Ezechiel	7	17	64
Psalmi	84	13	Psalmi	115	8	63
Jeremia	30	12	Haggai	1	7	62
Exodus	16	2	Canticum	8	8	60
Jesaia	5	18	Ezechiel	40	38	61
Jesaia	5	21	Iob	33	5	63
Psalmi	85	6	Iob	33	1	60
Exodus	7	8	Zephania	3	16	61
Psalmi	119	121	Iob	34	6	62
Psalmi	116	14	Chronica_I	16	25	62
Numeri	28	1	Sacharia	10	12	60
Numeri	19	1	Psalmi	31	22	61
Samuel_I	3	4	Ezechiel	33	1	65
Genesis	31	49	Reges_I	20	37	62
Reges_I	3	8	Jesaia	34	7	61
Reges_I	12	22	Jeremia	7	1	71
Jeremia	36	16	Jeremia	43	1	67
Reges_I	22	39	Reges_II	16	19	70
Numeri	3	11	Numeri	31	1	100
Ezechiel	12	9	Psalmi	56	5	61
Leviticus	19	11	Iob	5	26	64
Genesis	34	8	Genesis	42	37	61
Psalmi	91	16	Iob	39	6	60
Genesis	7	10	Psalmi	104	3	61
Leviticus	7	33	Leviticus	8	22	60
Leviticus	23	23	Sacharia	8	18	72
Leviticus	7	22	Ezechiel	13	1	79
Jeremia	33	19	Ezechiel	24	20	68
Ezechiel	21	5	Proverbia	20	1	60
Psalmi	118	1	Psalmi	136	26	79
Ezechiel	20	3	Ezechiel	28	12	61
Numeri	35	4	Reges_I	9	13	62
Numeri	25	16	Jeremia	24	4	79
Numeri	26	18	Proverbia	19	6	62
Reges_I	14	9	Jesaia	25	7	60
Leviticus	7	28	Ezechiel	14	2	79
Exodus	39	29	Leviticus	16	34	60
Genesis	25	32	Psalmi	138	8	62
Esra	2	10	Nehemia	7	16	75
Psalmi	137	4	Proverbia	26	19	61
Genesis	11	3	Reges_I	3	22	60
Numeri	15	1	Sacharia	8	18	72
Leviticus	5	20	Leviticus	27	1	100
Reges_II	4	18	Psalmi	8	10	60
Genesis	31	11	Iob	28	28	61
Leviticus	23	33	Jeremia	34	12	71
Genesis	29	5	Proverbia	23	12	65
Chronica_I	17	4	Chronica_II	6	9	60
Leviticus	11	24	Leviticus	11	27	66
Numeri	1	29	Psalmi	56	3	60
Ezechiel	13	1	Ezechiel	18	1	100
Genesis	48	9	Ecclesiastes	3	10	64
Genesis	27	18	Ezechiel	30	2	60
Leviticus	17	1	Jeremia	32	6	65
Genesis	5	14	Genesis	35	28	67
Ezechiel	13	1	Ezechiel	21	6	100
Ezechiel	40	11	Ezechiel	40	18	62
Deuteronomium	21	18	Deuteronomium	21	20	61
Reges_II	11	16	Chronica_I	17	4	60
Numeri	1	26	Chronica_I	23	27	60
Exodus	16	11	Ezechiel	22	23	79
Genesis	43	20	Canticum	2	5	61
Genesis	24	28	Ezechiel	24	19	61
Deuteronomium	12	26	Reges_I	22	5	61
Iob	7	8	Nehemia	7	50	61
Iob	24	6	Chronica_I	4	1	64
Leviticus	23	23	Numeri	31	1	100
Genesis	34	11	Reges_II	4	14	60
Deuteronomium	23	12	Reges_I	4	20	60
Numeri	31	25	Jeremia	24	4	69
Numeri	19	1	Ezechiel	33	1	67
Jeremia	18	1	Ezechiel	12	26	65
Esra	2	44	Nehemia	7	51	68
Psalmi	126	1	Psalmi	144	15	63
Jeremia	9	16	Jeremia	49	35	64
Leviticus	14	33	Ezechiel	21	6	67
Psalmi	136	17	Psalmi	145	2	63
Reges_I	8	61	Nehemia	12	12	60
Leviticus	12	1	Ezechiel	12	8	73
Deuteronomium	22	20	Sacharia	4	4	60
Leviticus	18	30	Numeri	3	7	62
Jesaia	41	11	Psalmi	41	3	62
Josua	24	21	Jona	2	11	64
Jeremia	36	1	Haggai	2	10	64
Genesis	3	9	Leviticus	23	33	63
Jeremia	9	19	Jeremia	28	7	65
Ezechiel	21	1	Ezechiel	33	1	100
Leviticus	15	1	Proverbia	19	23	60
Psalmi	90	14	Iob	33	11	60
Leviticus	25	1	Ezechiel	23	1	63
Exodus	7	26	Reges_I	22	21	61
Psalmi	18	27	Psalmi	50	18	61
Numeri	31	1	Ezechiel	14	2	79
Genesis	29	23	Numeri	7	6	62
Numeri	16	20	Chronica_I	15	23	60
Exodus	40	1	Jesaia	37	15	63
Jeremia	29	13	Proverbia	4	21	61
Exodus	30	11	Leviticus	18	1	100
Psalmi	136	22	Psalmi	136	23	67
Genesis	7	5	Numeri	17	26	64
Reges_II	25	14	Chronica_II	4	16	64
Numeri	10	20	Numeri	34	22	65
Reges_II	20	4	Jeremia	34	12	62
Ezechiel	40	21	Ezechiel	40	33	65
Psalmi	45	17	Proverbia	14	1	60
Samuel_II	5	19	Chronica_I	14	10	79
Genesis	42	12	Genesis	46	2	61
Samuel_I	15	10	Chronica_I	21	9	65
Numeri	24	14	Ruth	2	6	61
Samuel_II	8	10	Chronica_I	18	10	92
Genesis	27	8	Leviticus	22	16	60
Deuteronomium	6	25	Deuteronomium	15	5	67
Numeri	4	1	Iob	15	32	63
Reges_I	21	28	Sacharia	4	8	78
Ezechiel	14	2	Psalmi	94	20	60
Leviticus	19	1	Threni	3	61	60
Genesis	31	40	Numeri	11	9	61
Reges_I	16	5	Chronica_II	16	11	65
Psalmi	96	4	Chronica_II	29	29	60
Samuel_I	9	7	Daniel	2	2	61
Genesis	3	9	Leviticus	19	1	63
Esra	2	46	Nehemia	7	51	67
Exodus	6	28	Jeremia	34	12	67
Exodus	12	18	Numeri	9	5	65
Reges_II	14	18	Chronica_II	28	26	65
Jeremia	48	42	Psalmi	106	34	64
Deuteronomium	8	17	Ezechiel	30	2	60
Genesis	42	12	Iob	10	15	60
Leviticus	18	4	Deuteronomium	27	11	62
Genesis	45	26	Samuel_I	14	33	61
Ezechiel	16	14	Ezechiel	22	31	60
Genesis	30	5	Psalmi	132	2	64
Genesis	29	9	Daniel	9	22	60
Exodus	2	20	Samuel_II	15	33	65
Genesis	42	20	Iob	30	29	60
Reges_I	22	22	Joel	1	19	60
Genesis	24	42	Reges_I	12	4	60
Ezechiel	12	17	Sacharia	8	1	91
Psalmi	118	2	Psalmi	136	4	61
Reges_I	4	10	Psalmi	118	22	60
Numeri	7	24	Samuel_I	14	42	62
Reges_I	4	1	Reges_I	12	22	61
Deuteronomium	7	9	Josua	5	5	63
Exodus	12	43	Ezechiel	23	36	60
Chronica_II	10	5	Chronica_II	15	19	62
Deuteronomium	32	9	Psalmi	106	40	67
Proverbia	11	23	Proverbia	29	27	64
Deuteronomium	4	44	Reges_I	18	11	61
Jeremia	14	1	Ezechiel	38	1	62
Deuteronomium	14	13	Ezechiel	22	1	61
Numeri	4	42	Numeri	26	17	61
Leviticus	7	27	Psalmi	62	2	60
Nehemia	7	22	Nehemia	7	36	70
Deuteronomium	3	6	Deuteronomium	31	4	60
Ezechiel	16	59	Ezechiel	17	19	68
Genesis	27	2	Exodus	4	2	65
Genesis	22	8	Numeri	22	10	60
Deuteronomium	3	23	Jona	1	1	61
Jesaia	63	8	Proverbia	5	14	61
Josua	9	26	Psalmi	103	7	62
Numeri	26	22	Numeri	26	27	84
Leviticus	23	8	Numeri	29	1	71
Leviticus	4	1	Ezechiel	20	2	79
Exodus	25	1	Jeremia	33	23	86
Leviticus	3	15	Jeremia	27	21	61
Numeri	3	5	Numeri	8	5	100
Ezechiel	11	7	Ezechiel	22	3	60
Genesis	27	13	Psalmi	6	9	63
Jeremia	23	23	Esther	3	5	62
Daniel	8	1	Chronica_II	17	7	63
Numeri	15	21	Josua	8	7	62
Leviticus	26	23	Reges_II	10	20	64
Leviticus	26	14	Numeri	25	2	63
Jeremia	7	1	Ezechiel	24	15	65
Leviticus	23	26	Numeri	14	26	85
Genesis	24	50	Numeri	23	26	60
Josua	10	8	Jeremia	15	1	60
Numeri	10	23	Chronica_I	27	20	62
Chronica_I	3	12	Chronica_I	4	25	62
Leviticus	23	14	Leviticus	23	21	61
Exodus	20	19	Leviticus	1	1	66
Psalmi	57	3	Nehemia	13	29	60
Leviticus	6	12	Numeri	17	16	100
Leviticus	24	1	Proverbia	30	12	60
Numeri	8	25	Samuel_I	27	12	61
Jeremia	15	2	Sacharia	1	4	61
Deuteronomium	31	6	Chronica_II	32	7	65
Exodus	7	8	Leviticus	22	26	77
Numeri	17	9	Josua	4	15	79
Exodus	13	1	Jeremia	13	8	79
Josua	12	24	Psalmi	91	11	60
Numeri	33	34	Numeri	33	42	71
Numeri	29	23	Iob	42	16	61
Leviticus	23	33	Numeri	14	26	85
Iob	13	14	Esra	10	44	62
Deuteronomium	18	9	Deuteronomium	27	2	63
Reges_II	21	12	Jeremia	35	19	61
Numeri	2	11	Numeri	2	15	80
Leviticus	4	27	Numeri	15	27	61
Exodus	16	2	Numeri	16	20	61
Leviticus	2	9	Leviticus	6	8	63
Psalmi	9	2	Iob	31	3	62
Leviticus	25	1	Ezechiel	35	1	63
Leviticus	21	24	Psalmi	65	2	61
Genesis	20	15	Iob	36	21	61
Reges_II	21	10	Sacharia	4	8	65
Leviticus	14	1	Psalmi	33	4	67
Psalmi	73	4	Proverbia	1	13	62
Samuel_II	14	5	Reges_I	17	18	60
Sacharia	1	3	Sacharia	8	11	61
Reges_I	22	5	Canticum	7	6	60
Josua	7	10	Jeremia	15	1	61
Josua	3	11	Reges_I	12	30	60
Jesaia	65	21	Psalmi	78	67	61
Leviticus	18	1	Numeri	4	17	85
Exodus	30	11	Sacharia	10	12	60
Leviticus	25	55	Josua	4	21	63
Reges_II	19	32	Jeremia	32	28	60
Leviticus	17	1	Numeri	6	22	100
Sacharia	14	9	Psalmi	8	2	60
Reges_I	22	14	Psalmi	25	12	62
Exodus	24	15	Exodus	40	25	62
Exodus	34	15	Leviticus	2	12	61
Numeri	12	3	Chronica_II	4	20	60
Reges_II	1	4	Jesaia	37	33	63
Reges_I	16	25	Reges_II	21	2	63
Sacharia	1	5	Chronica_I	24	23	63
Leviticus	18	1	Deuteronomium	2	2	76
Deuteronomium	27	1	Deuteronomium	30	8	65
Exodus	31	1	Ezechiel	20	2	79
Numeri	15	29	Chronica_II	21	6	60
Reges_II	10	16	Psalmi	135	20	60
Genesis	5	5	Genesis	5	27	76
Numeri	28	31	Numeri	29	16	66
Numeri	8	23	Ezechiel	37	15	79
Exodus	13	1	Numeri	15	17	100
Jeremia	1	4	Ezechiel	15	1	100
Judices	8	29	Iob	42	13	68
Psalmi	73	10	Psalmi	81	12	61
Exodus	40	1	Ezechiel	36	16	79
Samuel_I	11	13	Samuel_I	12	18	62
Numeri	10	13	Numeri	33	41	63
Genesis	29	26	Reges_II	6	1	63
Exodus	25	21	Exodus	40	20	68
Psalmi	91	3	Proverbia	8	35	61
Exodus	6	16	Exodus	6	20	70
