version	book	chapter	verse	clause_atom	is_shared	is_published	status	keywords	ntext
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 21:1~100%~100%, 6~100%~100%, 13~100%~100%, 23~100%~100%](Ezechiel 21)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 22:1~100%~100%, 17~100%~100%, 23~100%~100%](Ezechiel 22)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 23:1~100%~100%](Ezechiel 23)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 24:15~100%~100%, 20~100%~x%](Ezechiel 24)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 25:1~100%~100%](Ezechiel 25)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 27:1~100%~100%](Ezechiel 27)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 28:1~100%~100%, 11~100%~100%, 20~100%~100%](Ezechiel 28)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 30:1~100%~100%](Ezechiel 30)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 33:1~100%~100%, 23~100%~100%](Ezechiel 33)
4b	Ezechiel	12	17	1111	T		!	crossref	[Ezechiel 34:1~100%~100%](Ezechiel 34)
