book1	chapter1	verse1	book2	chapter2	verse2	similarity
Leviticus	14	33	Numeri	10	1	83
Leviticus	22	1	Ezechiel	21	23	80
Genesis	36	13	Genesis	36	17	67
Exodus	30	17	Jeremia	29	30	67
Numeri	7	23	Numeri	7	59	76
Numeri	27	15	Ezechiel	17	1	80
Numeri	15	1	Ezechiel	17	11	80
Numeri	8	5	Numeri	18	25	100
Numeri	6	22	Numeri	8	1	100
Exodus	30	17	Numeri	8	1	100
Leviticus	15	1	Numeri	15	17	83
Numeri	13	1	Ezechiel	13	1	80
Leviticus	7	28	Leviticus	27	1	100
Numeri	1	21	Numeri	1	25	80
Numeri	20	7	Ezechiel	11	14	80
Jeremia	33	19	Sacharia	6	9	80
Numeri	16	23	Numeri	25	10	100
Numeri	3	5	Jeremia	13	3	67
Numeri	4	17	Numeri	7	4	67
Numeri	16	23	Ezechiel	13	1	80
Leviticus	23	36	Numeri	28	25	75
Leviticus	13	1	Numeri	14	26	100
Reges_I	10	7	Chronica_II	9	6	84
Reges_I	15	24	Reges_II	15	38	69
Ezechiel	14	2	Ezechiel	28	20	100
Numeri	4	1	Numeri	15	1	83
Exodus	14	1	Leviticus	10	8	67
Leviticus	15	1	Leviticus	18	1	83
Numeri	6	1	Numeri	8	5	100
Numeri	34	1	Sacharia	7	4	67
Numeri	7	15	Numeri	7	45	100
Leviticus	19	1	Numeri	28	1	100
Leviticus	20	1	Numeri	6	1	100
Leviticus	23	1	Numeri	18	25	100
Jeremia	33	23	Sacharia	7	4	67
Leviticus	5	20	Leviticus	6	17	100
Exodus	40	1	Ezechiel	17	11	80
Ezechiel	37	15	Psalmi	119	57	67
Numeri	27	15	Jeremia	29	30	67
Numeri	17	1	Ezechiel	30	1	80
Leviticus	12	1	Numeri	17	9	100
Exodus	30	11	Leviticus	22	17	100
Reges_II	15	3	Jeremia	52	2	73
Exodus	31	1	Numeri	7	4	80
Leviticus	6	1	Jeremia	33	23	67
Leviticus	22	26	Reges_I	17	2	80
Leviticus	24	1	Ezechiel	25	1	80
Numeri	15	17	Jeremia	33	23	67
Reges_II	13	8	Reges_II	14	15	67
Reges_I	17	8	Ezechiel	21	1	100
Numeri	33	32	Numeri	33	33	71
Psalmi	115	4	Psalmi	135	15	75
Jeremia	35	12	Ezechiel	7	1	80
Numeri	16	20	Ezechiel	38	1	67
Exodus	6	10	Numeri	34	1	100
Exodus	30	17	Leviticus	21	16	100
Leviticus	14	33	Ezechiel	28	1	67
Numeri	5	1	Jeremia	16	1	80
Leviticus	6	1	Numeri	34	1	100
Numeri	19	1	Ezechiel	18	1	67
Leviticus	23	35	Numeri	28	18	100
Numeri	7	31	Numeri	7	43	100
Jeremia	13	8	Psalmi	119	57	67
Reges_I	14	24	Chronica_II	33	2	68
Leviticus	17	1	Numeri	18	25	100
Numeri	19	1	Ezechiel	14	2	67
Ezechiel	28	20	Ezechiel	38	1	100
Leviticus	18	1	Sacharia	7	8	67
Ezechiel	27	1	Sacharia	8	18	80
Numeri	1	25	Numeri	1	29	70
Leviticus	27	1	Jeremia	2	1	80
Reges_I	17	2	Ezechiel	22	23	100
Exodus	7	8	Numeri	14	26	83
Numeri	31	1	Ezechiel	24	15	80
Exodus	30	17	Jeremia	35	12	67
Leviticus	23	1	Reges_I	17	8	80
Numeri	3	44	Reges_I	6	11	67
Reges_I	17	8	Psalmi	119	57	67
Exodus	31	12	Numeri	3	11	80
Numeri	4	1	Ezechiel	15	1	67
Ezechiel	12	26	Sacharia	6	9	100
Ezechiel	21	23	Ezechiel	23	1	100
Ezechiel	14	2	Sacharia	7	8	80
Exodus	14	1	Jeremia	1	4	80
Iob	12	11	Iob	34	3	78
Leviticus	14	1	Leviticus	23	23	100
Numeri	7	55	Numeri	7	61	100
Leviticus	15	1	Ezechiel	28	11	67
Reges_I	17	2	Ezechiel	20	2	100
Exodus	30	22	Ezechiel	37	15	80
Leviticus	16	26	Leviticus	16	28	75
Leviticus	23	9	Reges_I	17	2	80
Exodus	30	11	Leviticus	24	1	100
Numeri	28	1	Jeremia	1	4	80
Exodus	31	1	Numeri	8	23	100
Ezechiel	48	7	Ezechiel	48	25	67
Reges_II	10	34	Reges_II	24	5	76
Numeri	2	1	Numeri	17	9	83
Numeri	4	1	Ezechiel	12	17	67
Ezechiel	30	1	Ezechiel	38	1	100
Numeri	15	1	Ezechiel	13	1	80
Jeremia	16	1	Ezechiel	24	15	100
Samuel_II	8	4	Chronica_I	18	4	100
Leviticus	12	1	Numeri	8	1	100
Ezechiel	20	2	Ezechiel	24	15	100
Exodus	30	11	Josua	20	1	67
Numeri	25	16	Numeri	31	1	100
Exodus	31	12	Numeri	4	1	67
Reges_I	8	13	Chronica_II	6	2	88
Reges_II	8	23	Reges_II	15	26	67
Exodus	7	8	Numeri	28	1	67
Josua	21	13	Chronica_I	6	42	73
Leviticus	13	1	Ezechiel	7	1	67
Exodus	25	1	Ezechiel	12	21	80
Daniel	3	5	Daniel	3	7	69
Psalmi	105	1	Chronica_I	16	8	100
Numeri	6	1	Ezechiel	15	1	80
Leviticus	14	1	Ezechiel	21	13	80
Numeri	15	17	Numeri	27	6	80
Leviticus	6	17	Ezechiel	14	12	80
Reges_II	23	37	Jeremia	52	2	90
Leviticus	5	20	Ezechiel	15	1	80
Leviticus	12	1	Ezechiel	12	17	80
Numeri	2	13	Numeri	2	23	75
Numeri	15	17	Ezechiel	22	23	80
Leviticus	15	1	Ezechiel	20	2	67
Numeri	14	26	Numeri	35	9	83
Samuel_II	8	9	Chronica_I	18	9	92
Exodus	16	11	Numeri	26	52	100
Numeri	8	5	Numeri	27	15	100
Reges_I	9	19	Chronica_II	8	6	95
Leviticus	23	9	Ezechiel	21	23	80
Leviticus	22	1	Numeri	18	25	100
Deuteronomium	2	2	Ezechiel	21	23	75
Reges_I	17	2	Sacharia	4	8	100
Leviticus	17	1	Numeri	9	9	100
Ezechiel	11	19	Ezechiel	36	26	86
Haggai	1	5	Haggai	1	7	89
Reges_I	17	8	Jesaia	38	4	80
Numeri	3	11	Jeremia	29	30	67
Ezechiel	33	1	Ezechiel	36	16	100
Ezechiel	21	23	Psalmi	119	57	67
Leviticus	4	1	Reges_I	17	2	80
Numeri	8	23	Ezechiel	28	20	80
Exodus	30	22	Leviticus	27	1	100
Numeri	8	23	Ezechiel	24	20	80
Leviticus	18	1	Ezechiel	25	1	80
Chronica_I	5	27	Chronica_I	6	1	67
Reges_II	16	20	Chronica_II	21	1	69
Ezechiel	36	16	Sacharia	8	18	80
Leviticus	17	1	Jesaia	38	4	67
Samuel_I	31	4	Chronica_I	10	4	100
Numeri	34	1	Ezechiel	22	23	80
Numeri	27	15	Ezechiel	28	20	80
Leviticus	6	12	Ezechiel	33	23	80
Leviticus	23	23	Jeremia	32	26	67
Numeri	13	1	Josua	20	1	67
Deuteronomium	2	17	Ezechiel	15	1	100
Numeri	17	9	Sacharia	6	9	80
Numeri	28	1	Ezechiel	35	1	80
Leviticus	11	1	Numeri	28	1	83
Reges_II	2	4	Reges_II	2	6	65
Numeri	26	52	Ezechiel	14	2	80
Numeri	7	45	Numeri	7	69	100
Exodus	31	12	Numeri	25	10	80
Leviticus	5	20	Numeri	15	17	100
Ezechiel	17	1	Psalmi	119	57	67
Numeri	7	34	Numeri	7	64	100
Exodus	31	1	Leviticus	14	33	83
Numeri	25	10	Deuteronomium	2	17	80
Leviticus	11	1	Ezechiel	21	13	67
Leviticus	14	1	Sacharia	4	8	80
Ezechiel	18	1	Ezechiel	28	20	100
Numeri	6	22	Numeri	26	52	100
Ezechiel	21	23	Sacharia	7	8	80
Numeri	18	25	Numeri	35	9	100
Leviticus	21	16	Numeri	20	7	100
Exodus	13	1	Ezechiel	14	12	80
Reges_I	2	14	Jeremia	2	1	75
Numeri	3	20	Chronica_I	6	4	82
Exodus	25	1	Ezechiel	21	6	80
Leviticus	22	26	Sacharia	7	4	67
Leviticus	15	1	Leviticus	24	1	83
Numeri	10	1	Ezechiel	18	1	80
Numeri	9	9	Ezechiel	24	15	80
Leviticus	10	8	Ezechiel	18	1	80
Exodus	30	22	Leviticus	5	14	100
Leviticus	12	1	Leviticus	23	23	100
Exodus	6	2	Numeri	5	11	71
Numeri	14	26	Numeri	15	1	83
Leviticus	8	1	Jeremia	18	5	80
Leviticus	7	22	Numeri	6	1	100
Leviticus	6	17	Ezechiel	15	1	80
Daniel	3	6	Daniel	3	11	83
Numeri	16	20	Ezechiel	23	1	67
Numeri	4	17	Numeri	25	16	83
Numeri	28	1	Ezechiel	28	11	80
Leviticus	14	1	Numeri	27	15	100
Ezechiel	21	13	Sacharia	7	4	80
Exodus	6	10	Leviticus	24	13	100
Numeri	2	1	Ezechiel	22	23	67
Numeri	5	1	Numeri	5	5	100
Leviticus	6	1	Ezechiel	17	1	80
Leviticus	23	23	Numeri	20	7	100
Leviticus	6	12	Jeremia	35	12	67
Leviticus	23	23	Jeremia	32	6	67
Numeri	25	10	Jeremia	29	30	67
Numeri	8	1	Sacharia	8	18	67
Leviticus	6	1	Ezechiel	22	23	80
Jesaia	8	5	Ezechiel	21	1	67
Exodus	30	22	Ezechiel	21	23	80
Numeri	4	30	Numeri	4	35	83
Leviticus	6	1	Numeri	26	52	100
Josua	20	1	Ezechiel	30	1	80
Leviticus	4	31	Leviticus	4	35	75
Exodus	20	4	Deuteronomium	5	8	100
Numeri	9	9	Ezechiel	21	1	80
Jeremia	24	4	Ezechiel	33	23	100
Leviticus	24	1	Ezechiel	21	1	80
Leviticus	7	28	Leviticus	19	1	100
Numeri	7	13	Numeri	7	49	100
Numeri	26	52	Sacharia	7	8	67
Ezechiel	20	2	Ezechiel	22	17	100
Leviticus	20	1	Samuel_I	15	10	67
Genesis	11	13	Genesis	11	15	85
Numeri	15	17	Ezechiel	6	1	80
Leviticus	17	1	Ezechiel	22	1	80
Leviticus	14	1	Ezechiel	18	1	80
Ezechiel	20	2	Ezechiel	30	1	100
Numeri	4	21	Numeri	17	9	100
Numeri	14	26	Ezechiel	36	16	67
Exodus	30	17	Ezechiel	24	15	80
Leviticus	13	1	Ezechiel	21	6	67
Numeri	4	1	Jeremia	18	5	67
Reges_II	12	3	Chronica_II	24	2	77
Numeri	7	82	Numeri	29	5	71
Numeri	34	16	Josua	20	1	67
Numeri	3	11	Ezechiel	28	11	80
Leviticus	12	1	Jeremia	33	23	67
Ezechiel	12	1	Ezechiel	15	1	100
Exodus	40	1	Ezechiel	38	1	80
Exodus	25	5	Exodus	35	7	100
Jesaia	7	10	Ezechiel	24	20	67
Reges_I	7	24	Chronica_II	4	3	65
Leviticus	14	1	Ezechiel	33	23	80
Ezechiel	21	13	Ezechiel	28	11	100
Reges_II	15	18	Reges_II	15	24	85
Leviticus	19	1	Leviticus	22	1	100
Ezechiel	23	1	Ezechiel	38	1	100
Leviticus	6	1	Leviticus	15	1	83
Numeri	3	11	Ezechiel	22	23	80
Numeri	4	3	Numeri	4	43	82
Ezechiel	21	23	Ezechiel	24	20	100
Leviticus	10	8	Leviticus	23	9	67
Leviticus	5	14	Numeri	25	10	100
Exodus	30	17	Numeri	4	1	83
Ezechiel	20	2	Sacharia	7	4	80
Numeri	7	26	Numeri	7	56	100
Psalmi	44	1	Psalmi	85	1	71
Exodus	40	1	Ezechiel	14	12	80
Numeri	17	16	Ezechiel	21	6	80
Numeri	35	9	Jeremia	13	8	80
Reges_I	16	5	Reges_II	15	21	76
Numeri	1	48	Numeri	8	5	100
Reges_II	15	6	Reges_II	24	5	88
Jesaia	7	10	Ezechiel	12	17	67
Reges_I	17	2	Jesaia	7	10	67
Numeri	6	22	Numeri	18	25	100
Numeri	5	11	Numeri	19	1	83
Jeremia	24	4	Ezechiel	33	1	100
Leviticus	24	13	Ezechiel	18	1	80
Numeri	10	1	Jeremia	13	3	67
Exodus	31	12	Numeri	16	20	67
Numeri	1	30	Numeri	1	40	88
Exodus	31	1	Ezechiel	33	1	80
Josua	20	1	Ezechiel	17	1	80
Reges_II	23	31	Jeremia	52	1	68
Numeri	29	25	Numeri	29	34	92
Numeri	7	27	Numeri	7	57	100
Exodus	7	8	Numeri	13	1	67
Leviticus	6	1	Sacharia	7	8	67
Psalmi	114	4	Psalmi	114	6	100
Leviticus	4	1	Ezechiel	36	16	80
Reges_II	10	34	Reges_II	12	20	76
Leviticus	17	1	Ezechiel	13	1	80
Exodus	30	11	Leviticus	14	1	100
Samuel_I	15	10	Ezechiel	14	12	80
Reges_II	8	26	Chronica_II	22	2	81
Leviticus	23	23	Ezechiel	25	1	80
Leviticus	4	1	Ezechiel	38	1	80
Leviticus	5	14	Sacharia	8	1	67
Leviticus	23	1	Leviticus	24	1	100
Numeri	7	13	Numeri	7	25	100
Leviticus	14	1	Ezechiel	14	2	80
Samuel_I	15	10	Ezechiel	27	1	80
Exodus	31	12	Numeri	15	1	80
Numeri	2	8	Numeri	2	15	75
Leviticus	11	1	Ezechiel	22	1	67
Exodus	10	20	Exodus	10	27	70
Ezechiel	25	1	Ezechiel	35	1	100
Numeri	3	5	Numeri	34	16	100
Ezechiel	28	20	Sacharia	6	9	100
Leviticus	24	13	Ezechiel	12	1	80
Reges_I	14	27	Chronica_II	12	10	100
Leviticus	6	17	Ezechiel	22	17	80
Leviticus	14	1	Ezechiel	12	1	80
Psalmi	13	1	Psalmi	20	1	100
Reges_II	15	36	Reges_II	16	19	87
Exodus	13	1	Ezechiel	18	1	80
Numeri	15	1	Sacharia	4	8	80
Exodus	30	17	Numeri	14	26	83
Ezechiel	6	1	Ezechiel	18	1	100
Leviticus	23	33	Numeri	28	1	100
Jeremia	18	5	Ezechiel	12	1	100
Jeremia	13	8	Ezechiel	21	13	100
Leviticus	18	1	Numeri	3	44	100
Chronica_I	6	32	Chronica_I	24	26	67
Ezechiel	12	26	Sacharia	7	4	80
Leviticus	11	1	Ezechiel	33	23	67
Ezechiel	6	1	Ezechiel	27	1	100
Leviticus	14	1	Leviticus	24	13	100
Leviticus	14	1	Ezechiel	24	20	80
Numeri	34	1	Ezechiel	12	26	80
Numeri	7	56	Numeri	7	74	100
Psalmi	31	1	Psalmi	52	1	67
Numeri	8	5	Ezechiel	16	1	80
Leviticus	20	1	Ezechiel	17	11	80
Exodus	30	17	Numeri	5	5	100
Leviticus	19	1	Ezechiel	18	1	80
Leviticus	4	1	Numeri	17	16	100
Exodus	30	17	Numeri	3	5	100
Reges_I	17	2	Jeremia	1	4	100
Jeremia	10	15	Jeremia	51	18	100
Iob	9	1	Iob	16	1	100
Reges_II	25	4	Jeremia	52	7	86
Leviticus	19	1	Sacharia	8	18	67
Exodus	40	1	Samuel_I	15	10	67
Leviticus	23	23	Sacharia	7	4	67
Leviticus	23	9	Numeri	3	11	100
Leviticus	10	8	Leviticus	20	1	67
Leviticus	6	17	Sacharia	8	1	67
Numeri	34	16	Ezechiel	22	23	80
Leviticus	22	17	Ezechiel	24	20	80
Numeri	8	1	Numeri	19	1	83
Esra	2	19	Esra	2	21	67
Exodus	6	10	Numeri	2	1	83
Exodus	31	1	Ezechiel	24	20	80
Ezechiel	12	21	Ezechiel	18	1	100
Leviticus	21	16	Numeri	35	9	100
Reges_II	20	3	Jesaia	38	3	86
Leviticus	8	1	Ezechiel	14	2	80
Exodus	30	22	Ezechiel	36	16	80
Jeremia	16	1	Jeremia	29	30	80
Leviticus	18	1	Ezechiel	17	1	80
Leviticus	12	1	Numeri	5	11	100
Deuteronomium	2	2	Ezechiel	11	14	75
Sacharia	7	8	Sacharia	8	1	67
Exodus	25	7	Exodus	35	27	70
Samuel_II	22	38	Psalmi	18	38	75
Leviticus	5	20	Numeri	8	23	100
Leviticus	6	17	Reges_I	17	2	80
Genesis	11	13	Genesis	11	17	71
Numeri	1	33	Numeri	1	41	70
Leviticus	23	26	Jeremia	35	12	67
Exodus	16	11	Numeri	18	25	100
Exodus	40	1	Sacharia	7	8	67
Exodus	30	22	Ezechiel	14	2	80
Leviticus	8	1	Ezechiel	36	16	80
Leviticus	15	1	Ezechiel	30	1	67
Numeri	15	1	Jeremia	35	12	67
Leviticus	12	1	Numeri	10	1	100
Samuel_II	23	17	Chronica_I	11	19	80
Ezechiel	21	6	Ezechiel	37	15	100
Ezechiel	22	17	Ezechiel	22	23	100
Leviticus	14	1	Ezechiel	38	1	80
Exodus	30	22	Leviticus	22	17	100
Deuteronomium	18	17	Ezechiel	12	17	67
Genesis	10	20	Genesis	10	31	80
Psalmi	8	1	Psalmi	40	1	71
Leviticus	23	9	Numeri	8	1	100
Numeri	2	1	Numeri	8	23	83
Numeri	18	25	Reges_I	17	8	80
Numeri	13	1	Ezechiel	33	23	80
Josua	19	23	Josua	19	31	75
Numeri	7	21	Numeri	7	39	100
Leviticus	14	33	Ezechiel	14	2	67
Leviticus	24	1	Ezechiel	17	1	80
Leviticus	22	17	Jeremia	32	26	67
Exodus	6	10	Leviticus	12	1	100
Reges_II	15	36	Reges_II	21	25	87
Ezechiel	12	1	Ezechiel	36	16	100
Leviticus	6	17	Ezechiel	18	1	80
Numeri	28	1	Ezechiel	22	23	80
Exodus	25	1	Numeri	15	37	80
Ezechiel	23	1	Ezechiel	28	20	100
Jeremia	35	12	Ezechiel	28	1	80
Jeremia	13	8	Ezechiel	22	1	100
Jeremia	16	1	Jeremia	33	23	80
Numeri	5	5	Jeremia	29	30	67
Leviticus	5	20	Leviticus	8	1	100
Ezechiel	14	12	Ezechiel	34	1	100
Exodus	40	1	Leviticus	24	1	100
Jeremia	1	4	Sacharia	8	1	80
Deuteronomium	26	8	Jeremia	32	21	75
Jeremia	11	1	Jeremia	34	12	78
Numeri	26	18	Numeri	26	50	73
Exodus	30	17	Ezechiel	12	26	80
Ezechiel	36	16	Ezechiel	37	15	100
Numeri	6	1	Ezechiel	28	11	80
Numeri	15	1	Jesaia	38	4	67
Leviticus	19	1	Jeremia	29	30	67
Ezechiel	20	2	Ezechiel	24	20	100
Numeri	34	1	Sacharia	4	8	80
Numeri	5	1	Ezechiel	14	12	80
Numeri	17	9	Jeremia	16	1	80
Numeri	17	1	Ezechiel	6	1	80
Exodus	14	1	Josua	20	1	67
Psalmi	31	2	Psalmi	71	1	75
Numeri	3	5	Numeri	14	26	83
Jeremia	18	5	Ezechiel	15	1	100
Leviticus	20	1	Ezechiel	14	12	80
Deuteronomium	2	2	Ezechiel	28	11	75
Reges_II	21	1	Chronica_II	33	1	75
Leviticus	17	1	Jeremia	33	19	67
Numeri	7	19	Numeri	7	61	91
Numeri	14	26	Ezechiel	21	1	67
Numeri	25	16	Numeri	27	6	80
Leviticus	23	26	Sacharia	8	1	67
Exodus	26	21	Exodus	36	24	67
Ezechiel	13	1	Sacharia	8	18	80
Leviticus	15	1	Numeri	16	23	83
Numeri	25	10	Sacharia	4	8	80
Numeri	3	11	Reges_I	6	11	67
Numeri	6	22	Numeri	14	26	83
Numeri	16	20	Jeremia	24	4	67
Reges_I	2	14	Ezechiel	37	15	75
Leviticus	6	12	Leviticus	7	28	100
Leviticus	24	13	Samuel_I	15	10	67
Reges_II	18	17	Jesaia	36	2	84
Leviticus	19	1	Numeri	2	1	83
Reges_II	14	3	Reges_II	18	3	75
Leviticus	13	1	Ezechiel	22	1	67
Reges_II	13	2	Reges_II	15	9	85
Exodus	30	22	Ezechiel	11	14	80
Leviticus	21	16	Numeri	15	37	80
Ezechiel	18	27	Ezechiel	33	19	71
Genesis	10	8	Chronica_I	1	10	100
Numeri	4	17	Ezechiel	21	13	67
Numeri	2	1	Ezechiel	21	1	67
Leviticus	18	1	Numeri	31	1	100
Numeri	31	1	Ezechiel	33	23	80
Leviticus	23	23	Ezechiel	12	17	80
Leviticus	24	13	Numeri	4	21	100
Ezechiel	40	33	Ezechiel	40	36	71
Ezechiel	24	20	Ezechiel	30	1	100
Leviticus	23	1	Numeri	10	1	100
Reges_I	14	29	Reges_II	1	18	71
Jeremia	18	5	Jeremia	32	6	80
Leviticus	24	1	Ezechiel	21	6	80
Numeri	10	1	Sacharia	8	1	67
Numeri	28	27	Numeri	29	36	75
Leviticus	12	1	Numeri	27	6	80
Leviticus	14	1	Numeri	17	16	100
Exodus	25	1	Numeri	8	1	100
Exodus	40	1	Jeremia	32	26	67
Numeri	28	1	Ezechiel	23	1	80
Exodus	6	2	Leviticus	18	2	67
Exodus	12	50	Exodus	39	42	79
Numeri	29	27	Numeri	29	33	100
Ezechiel	12	17	Ezechiel	18	1	100
Josua	13	28	Josua	19	23	73
Numeri	17	16	Numeri	35	9	100
Exodus	16	11	Numeri	13	1	100
Reges_I	17	2	Ezechiel	6	1	100
Numeri	3	44	Josua	20	1	67
Numeri	17	16	Jeremia	2	1	80
Exodus	13	1	Numeri	1	48	100
Numeri	4	1	Ezechiel	22	17	67
Leviticus	22	26	Ezechiel	37	15	80
Numeri	35	9	Sacharia	7	8	67
Ezechiel	40	29	Ezechiel	40	36	71
Exodus	30	22	Numeri	4	17	83
Numeri	18	25	Sacharia	7	4	67
Ezechiel	36	16	Sacharia	7	4	80
Reges_II	13	8	Reges_II	15	31	72
Reges_I	21	17	Reges_I	21	28	100
Jeremia	49	19	Jeremia	50	44	100
Leviticus	15	1	Deuteronomium	2	17	67
Leviticus	23	33	Ezechiel	24	15	80
Jeremia	29	30	Ezechiel	22	23	80
Numeri	8	23	Numeri	26	52	100
Jesaia	7	10	Ezechiel	7	1	67
Ezechiel	14	12	Ezechiel	28	1	100
Jeremia	32	6	Ezechiel	25	1	80
Leviticus	6	12	Jeremia	33	23	67
Leviticus	12	1	Numeri	1	48	100
Numeri	4	29	Numeri	4	38	67
Leviticus	19	1	Ezechiel	37	15	80
Ezechiel	40	31	Ezechiel	40	34	80
Numeri	5	11	Ezechiel	15	1	80
Numeri	2	1	Numeri	4	1	100
Leviticus	23	23	Ezechiel	14	12	80
Leviticus	15	1	Ezechiel	38	1	67
Numeri	16	20	Ezechiel	21	1	67
Leviticus	5	14	Leviticus	18	1	100
Numeri	26	52	Jeremia	16	1	80
Jeremia	13	3	Ezechiel	20	2	80
Exodus	31	10	Exodus	39	41	82
Numeri	17	9	Ezechiel	28	20	80
Exodus	30	17	Numeri	3	11	100
Numeri	15	1	Sacharia	7	8	67
Jeremia	24	4	Ezechiel	28	11	100
Psalmi	60	1	Psalmi	69	1	67
Numeri	4	21	Ezechiel	12	21	80
Exodus	30	11	Samuel_I	15	10	67
Reges_I	17	8	Ezechiel	23	1	100
Exodus	16	11	Ezechiel	21	23	80
Numeri	28	1	Jeremia	18	5	80
Leviticus	23	33	Numeri	15	17	100
Reges_I	16	5	Reges_II	15	36	71
Leviticus	11	1	Numeri	31	1	83
Leviticus	6	12	Ezechiel	17	1	80
Reges_I	16	20	Reges_I	16	27	71
Numeri	3	11	Sacharia	7	4	67
Exodus	31	1	Leviticus	24	1	100
Leviticus	10	8	Ezechiel	21	23	80
Leviticus	4	1	Numeri	1	48	100
Ezechiel	12	26	Ezechiel	22	1	100
Exodus	30	11	Leviticus	7	28	100
Numeri	8	1	Ezechiel	6	1	80
Numeri	13	1	Jeremia	13	3	67
Iob	1	7	Iob	2	2	86
Esra	2	25	Nehemia	7	29	78
Exodus	16	11	Ezechiel	30	1	80
Exodus	6	10	Numeri	18	25	100
Leviticus	24	13	Jeremia	29	30	67
Leviticus	7	22	Jeremia	24	4	80
Ezechiel	17	1	Sacharia	7	8	80
Ezechiel	12	21	Ezechiel	35	1	100
Leviticus	5	14	Numeri	17	16	100
Leviticus	22	17	Ezechiel	35	1	80
Leviticus	14	12	Leviticus	14	24	87
Leviticus	6	12	Jeremia	13	3	67
Numeri	1	38	Numeri	1	42	88
Leviticus	24	1	Numeri	27	15	100
Leviticus	7	22	Ezechiel	13	1	80
Leviticus	8	1	Ezechiel	21	23	80
Leviticus	20	1	Ezechiel	33	1	80
Psalmi	14	4	Psalmi	53	5	82
Psalmi	12	1	Psalmi	41	1	71
Jeremia	33	23	Ezechiel	21	1	80
Numeri	1	33	Numeri	1	43	70
Numeri	26	22	Numeri	26	27	67
Leviticus	14	14	Leviticus	14	17	72
Josua	13	28	Josua	19	31	67
Reges_I	2	14	Ezechiel	12	21	75
Leviticus	6	1	Ezechiel	38	1	80
Numeri	35	9	Ezechiel	25	1	80
Jeremia	1	4	Ezechiel	28	11	100
Jeremia	13	3	Ezechiel	21	6	80
Numeri	19	1	Ezechiel	12	1	67
Leviticus	14	33	Numeri	35	9	83
Ezechiel	6	1	Ezechiel	36	16	100
Numeri	4	43	Numeri	4	47	82
Exodus	31	1	Leviticus	6	1	100
Leviticus	10	8	Numeri	35	9	67
Numeri	7	40	Numeri	29	5	71
Josua	20	1	Ezechiel	16	1	80
Numeri	1	34	Numeri	1	40	88
Ezechiel	28	11	Ezechiel	30	1	100
Leviticus	5	20	Reges_I	17	8	80
Numeri	3	11	Ezechiel	22	1	80
Jeremia	18	5	Ezechiel	36	16	100
Leviticus	23	26	Numeri	34	1	100
Numeri	26	52	Ezechiel	14	12	80
Jeremia	16	1	Sacharia	7	8	80
Numeri	14	26	Ezechiel	13	1	67
Leviticus	5	20	Ezechiel	33	1	80
Numeri	8	5	Jeremia	33	23	67
Numeri	9	9	Ezechiel	14	12	80
Numeri	31	1	Jeremia	24	4	80
Leviticus	24	13	Ezechiel	28	20	80
Numeri	14	26	Ezechiel	17	11	67
Numeri	7	38	Numeri	7	68	100
Leviticus	5	14	Reges_I	17	2	80
Leviticus	4	1	Numeri	25	10	100
Exodus	16	11	Leviticus	15	1	83
Psalmi	13	1	Psalmi	21	1	100
Leviticus	10	8	Numeri	16	20	83
Exodus	7	8	Numeri	8	1	67
Leviticus	22	26	Jeremia	16	1	80
Reges_I	10	22	Chronica_II	9	21	77
Numeri	8	1	Jeremia	35	12	67
Reges_I	16	5	Reges_II	24	5	67
Exodus	6	2	Numeri	34	1	71
Numeri	34	1	Ezechiel	38	1	80
Leviticus	22	26	Jeremia	2	1	80
Numeri	17	9	Jeremia	29	30	67
Leviticus	18	1	Ezechiel	20	2	80
Numeri	6	1	Reges_I	17	8	80
Leviticus	22	1	Ezechiel	11	14	80
Ezechiel	12	17	Sacharia	7	8	80
Leviticus	22	1	Jeremia	18	5	80
Chronica_II	1	14	Chronica_II	9	25	76
Leviticus	6	1	Numeri	4	1	83
Leviticus	7	28	Jesaia	38	4	67
Leviticus	23	33	Ezechiel	7	1	80
Leviticus	22	1	Numeri	13	1	100
Reges_I	14	19	Reges_II	15	11	73
Leviticus	14	1	Ezechiel	22	17	80
Ezechiel	48	2	Ezechiel	48	6	67
Psalmi	51	1	Psalmi	140	1	100
Jeremia	33	23	Ezechiel	25	1	80
Leviticus	4	1	Ezechiel	21	1	80
Exodus	40	1	Ezechiel	35	1	80
Exodus	28	22	Exodus	39	15	100
Iob	6	1	Iob	23	1	100
Numeri	7	14	Numeri	7	68	100
Exodus	7	8	Leviticus	22	1	67
Psalmi	9	1	Psalmi	31	1	71
Psalmi	136	2	Psalmi	136	3	75
Leviticus	6	17	Leviticus	7	22	100
Numeri	10	1	Samuel_I	15	10	67
Exodus	30	17	Numeri	4	21	100
Numeri	31	1	Ezechiel	14	2	80
Numeri	29	18	Numeri	29	21	100
Numeri	7	23	Numeri	7	41	76
Numeri	29	27	Numeri	29	37	100
Numeri	13	1	Ezechiel	37	15	80
Exodus	27	11	Exodus	38	11	80
Leviticus	6	1	Ezechiel	15	1	80
Numeri	20	7	Ezechiel	24	20	80
Jeremia	35	12	Ezechiel	20	2	80
Jeremia	26	1	Jeremia	36	1	74
Jeremia	1	4	Ezechiel	17	11	100
Leviticus	23	23	Ezechiel	21	23	80
Numeri	20	7	Numeri	27	6	80
Exodus	27	13	Exodus	38	13	67
Jeremia	13	8	Jona	3	1	67
Leviticus	11	1	Ezechiel	6	1	67
Numeri	26	52	Ezechiel	24	20	80
