book1	chapter1	verse1	book2	chapter2	verse2	similarity
Leviticus	6	17	Numeri	8	1	100
Exodus	7	8	Numeri	3	5	67
Numeri	25	10	Ezechiel	12	1	80
Ezechiel	7	1	Ezechiel	30	1	100
Reges_I	16	5	Reges_II	15	6	67
Exodus	30	17	Leviticus	24	13	100
Leviticus	10	8	Numeri	5	11	67
Numeri	19	1	Numeri	25	10	83
Reges_I	17	2	Ezechiel	12	1	100
Psalmi	57	12	Psalmi	108	6	100
Ezechiel	1	26	Ezechiel	10	1	67
Exodus	25	1	Numeri	17	1	100
Numeri	10	1	Ezechiel	13	1	80
Ezechiel	22	17	Sacharia	6	9	100
Numeri	20	7	Ezechiel	21	6	80
Numeri	28	1	Samuel_I	15	10	67
Leviticus	11	1	Leviticus	23	23	83
Reges_II	15	6	Reges_II	15	21	76
Leviticus	14	1	Leviticus	22	26	100
Exodus	25	1	Ezechiel	13	1	80
Numeri	14	26	Ezechiel	7	1	67
Numeri	8	5	Ezechiel	25	1	80
Exodus	30	17	Jeremia	18	5	80
Leviticus	7	28	Numeri	17	1	100
Numeri	7	43	Numeri	7	73	100
Leviticus	5	20	Ezechiel	28	1	80
Leviticus	23	33	Numeri	1	48	100
Deuteronomium	18	17	Jeremia	16	1	67
Numeri	1	30	Numeri	1	36	88
Numeri	3	44	Ezechiel	16	1	80
Exodus	29	19	Leviticus	8	22	77
Leviticus	24	13	Numeri	1	48	100
Reges_I	22	13	Chronica_II	18	12	100
Exodus	13	1	Leviticus	4	1	100
Reges_II	17	12	Jesaia	38	7	67
Samuel_II	24	18	Chronica_I	21	18	71
Numeri	17	16	Jesaia	38	4	67
Jeremia	33	23	Ezechiel	23	1	80
Ezechiel	20	2	Ezechiel	21	1	100
Numeri	8	5	Jeremia	32	6	67
Exodus	25	1	Ezechiel	11	14	80
Exodus	16	11	Numeri	4	1	83
Ezechiel	21	6	Ezechiel	28	20	100
Leviticus	19	1	Deuteronomium	2	17	80
Leviticus	10	8	Jeremia	32	6	67
Leviticus	18	1	Ezechiel	33	23	80
Leviticus	13	1	Numeri	4	21	83
Jeremia	33	19	Sacharia	4	8	80
Leviticus	15	1	Sacharia	6	9	67
Jeremia	18	5	Sacharia	7	8	80
Leviticus	22	26	Numeri	19	1	83
Leviticus	18	1	Ezechiel	21	23	80
Ezechiel	21	13	Ezechiel	22	23	100
Reges_II	18	29	Jesaia	36	14	85
Reges_I	14	29	Reges_II	15	6	76
Reges_II	8	23	Reges_II	21	17	78
Leviticus	24	1	Numeri	4	1	83
Ezechiel	16	1	Ezechiel	21	6	100
Leviticus	18	1	Leviticus	24	13	100
Ezechiel	33	23	Sacharia	7	8	80
Numeri	10	1	Ezechiel	15	1	80
Leviticus	1	13	Leviticus	8	21	76
Exodus	16	11	Leviticus	6	17	100
Numeri	29	11	Numeri	29	25	92
Leviticus	23	9	Deuteronomium	2	17	80
Leviticus	7	28	Numeri	17	16	100
Numeri	3	44	Jeremia	33	19	67
Jeremia	13	3	Ezechiel	28	11	80
Leviticus	20	1	Ezechiel	12	21	80
Leviticus	22	26	Ezechiel	22	1	80
Leviticus	7	22	Sacharia	4	8	80
Josua	15	17	Judices	1	13	80
Numeri	2	11	Numeri	2	30	75
Ezechiel	17	1	Ezechiel	24	20	100
Numeri	15	17	Numeri	27	15	100
Leviticus	6	1	Ezechiel	33	1	80
Leviticus	23	23	Ezechiel	12	1	80
Numeri	14	26	Ezechiel	12	26	67
Numeri	1	48	Ezechiel	11	14	80
Genesis	25	13	Chronica_I	1	29	67
Ezechiel	33	4	Ezechiel	33	5	67
Ezechiel	13	1	Ezechiel	37	15	100
Leviticus	22	26	Ezechiel	28	1	80
Leviticus	23	33	Ezechiel	37	15	80
Numeri	26	52	Jeremia	32	6	67
Ezechiel	29	17	Ezechiel	30	20	85
Psalmi	21	1	Psalmi	140	1	100
Leviticus	17	1	Ezechiel	7	1	80
Exodus	14	1	Jeremia	16	1	80
Josua	20	1	Ezechiel	20	2	80
Numeri	6	1	Ezechiel	34	1	80
Jeremia	29	30	Ezechiel	7	1	80
Leviticus	17	1	Ezechiel	11	14	80
Exodus	14	1	Numeri	35	9	100
Ezechiel	28	20	Sacharia	8	18	80
Numeri	6	22	Numeri	28	1	100
Leviticus	8	1	Ezechiel	22	1	80
Numeri	1	48	Numeri	31	25	80
Leviticus	24	1	Jeremia	24	4	80
Numeri	16	23	Numeri	17	1	100
Numeri	26	52	Sacharia	6	9	80
Exodus	6	10	Leviticus	13	1	83
Exodus	25	1	Leviticus	4	1	100
Ezechiel	30	1	Sacharia	8	18	80
Numeri	3	5	Sacharia	4	8	80
Ezechiel	21	6	Ezechiel	21	13	100
Numeri	7	47	Numeri	7	71	76
Numeri	1	22	Numeri	1	36	75
Leviticus	23	23	Numeri	4	17	83
Numeri	8	5	Ezechiel	37	15	80
Exodus	31	12	Leviticus	23	33	80
Ezechiel	12	26	Ezechiel	13	1	100
Exodus	30	11	Ezechiel	20	2	80
Exodus	31	12	Numeri	19	1	67
Samuel_I	15	10	Reges_I	6	11	67
Numeri	3	44	Ezechiel	28	20	80
Numeri	5	1	Numeri	31	25	80
Numeri	25	16	Ezechiel	12	26	80
Numeri	5	11	Ezechiel	18	1	80
Exodus	7	8	Leviticus	4	1	67
Ezechiel	22	23	Ezechiel	25	1	100
Ezechiel	12	17	Ezechiel	14	12	100
Exodus	6	2	Leviticus	24	13	71
Numeri	29	20	Numeri	29	32	80
Numeri	17	1	Jeremia	2	1	80
Exodus	40	1	Numeri	9	9	100
Leviticus	22	26	Numeri	3	11	100
Ezechiel	6	1	Ezechiel	34	1	100
Numeri	34	1	Numeri	34	16	100
Psalmi	39	1	Psalmi	40	1	83
Exodus	25	1	Jeremia	18	5	80
Ezechiel	3	19	Ezechiel	33	9	93
Ezechiel	21	23	Ezechiel	22	1	100
Leviticus	11	1	Jeremia	13	8	67
Leviticus	12	1	Ezechiel	7	1	80
Leviticus	19	1	Sacharia	4	8	80
Leviticus	10	8	Numeri	34	16	67
Psalmi	105	2	Chronica_I	16	9	100
Numeri	8	23	Ezechiel	33	1	80
Leviticus	24	13	Ezechiel	6	1	80
Ezechiel	21	6	Sacharia	6	9	100
Leviticus	15	1	Leviticus	23	26	83
Jesaia	38	4	Ezechiel	11	14	80
Numeri	17	9	Numeri	19	1	83
Numeri	9	9	Sacharia	8	18	67
Numeri	18	25	Numeri	31	1	100
Numeri	28	1	Jeremia	2	1	80
Exodus	6	10	Exodus	31	12	80
Reges_II	8	25	Reges_II	9	29	67
Ezechiel	11	14	Sacharia	6	9	100
Jeremia	32	6	Sacharia	8	1	67
Leviticus	23	26	Numeri	18	25	100
Ezechiel	11	14	Ezechiel	27	1	100
Ezechiel	33	1	Sacharia	8	1	80
Reges_I	12	19	Chronica_II	10	19	100
Exodus	29	12	Leviticus	4	25	74
Exodus	25	1	Numeri	6	1	100
Exodus	39	32	Numeri	1	54	69
Leviticus	14	33	Numeri	31	25	67
Leviticus	14	1	Numeri	2	1	83
Exodus	30	11	Jeremia	2	1	80
Exodus	13	1	Exodus	14	1	100
Leviticus	15	21	Leviticus	15	22	73
Numeri	3	44	Numeri	17	1	100
Numeri	18	25	Jeremia	13	8	80
Leviticus	4	1	Numeri	31	25	80
Numeri	15	1	Ezechiel	28	20	80
Ezechiel	20	2	Ezechiel	21	6	100
Reges_II	24	9	Chronica_II	29	2	80
Numeri	7	69	Numeri	7	75	100
Leviticus	6	1	Numeri	6	22	100
Leviticus	22	26	Numeri	26	52	100
Leviticus	7	22	Jesaia	38	4	67
Leviticus	14	33	Jeremia	1	4	67
Exodus	30	11	Exodus	31	12	80
Jeremia	1	4	Sacharia	4	8	100
Leviticus	24	1	Numeri	8	1	100
Reges_II	14	24	Reges_II	15	24	94
Reges_I	17	8	Jeremia	16	1	100
Jeremia	33	23	Sacharia	7	8	67
Jeremia	2	1	Ezechiel	21	6	100
Reges_I	8	48	Chronica_II	6	38	90
Deuteronomium	18	17	Ezechiel	28	11	67
Psalmi	67	4	Psalmi	67	6	100
Exodus	25	1	Jeremia	13	3	67
Numeri	15	1	Jeremia	18	5	80
Leviticus	5	14	Ezechiel	14	12	80
Numeri	3	11	Numeri	17	1	100
Leviticus	21	16	Jeremia	1	4	80
Jeremia	2	1	Ezechiel	20	2	100
Psalmi	49	1	Psalmi	85	1	100
Jeremia	35	12	Ezechiel	28	11	80
Exodus	13	1	Jeremia	32	6	67
Ezechiel	48	2	Ezechiel	48	26	67
Jesaia	38	4	Sacharia	4	8	80
Leviticus	23	23	Ezechiel	6	1	80
Exodus	7	8	Leviticus	15	1	83
Leviticus	21	16	Numeri	6	1	100
Josua	20	1	Jeremia	33	23	67
Exodus	7	8	Numeri	7	4	80
Numeri	9	9	Ezechiel	18	1	80
Numeri	5	5	Ezechiel	13	1	80
Leviticus	6	1	Numeri	8	23	100
Leviticus	6	1	Numeri	13	1	100
Reges_I	17	8	Ezechiel	12	26	100
Leviticus	23	26	Numeri	31	1	100
Numeri	8	23	Ezechiel	7	1	80
Numeri	7	4	Numeri	34	1	80
Jeremia	23	19	Jeremia	30	23	91
Numeri	28	1	Ezechiel	36	16	80
Numeri	25	16	Numeri	31	25	80
Leviticus	7	22	Leviticus	14	1	100
Exodus	30	22	Ezechiel	22	17	80
Leviticus	23	23	Numeri	3	5	100
Leviticus	13	1	Numeri	8	23	83
Exodus	7	8	Leviticus	17	1	67
Exodus	31	1	Leviticus	10	8	67
Ezechiel	17	1	Ezechiel	22	23	100
Numeri	8	5	Numeri	34	1	100
Leviticus	13	1	Leviticus	21	16	83
Numeri	8	1	Sacharia	7	8	67
Numeri	7	4	Numeri	25	16	80
Ezechiel	21	1	Sacharia	8	18	80
Leviticus	4	1	Ezechiel	37	15	80
Esra	2	7	Esra	2	31	86
Numeri	34	1	Ezechiel	37	15	80
Numeri	3	11	Numeri	15	37	80
Numeri	5	5	Numeri	35	9	100
Samuel_I	15	10	Sacharia	8	18	67
Jesaia	8	5	Ezechiel	14	12	67
Leviticus	8	1	Sacharia	8	1	67
Numeri	4	21	Sacharia	6	9	80
Numeri	15	17	Numeri	17	9	100
Numeri	7	62	Numeri	7	68	100
Leviticus	23	1	Jeremia	2	1	80
Numeri	5	5	Numeri	16	20	83
Exodus	7	8	Numeri	16	20	83
Reges_I	12	4	Chronica_II	10	4	93
Numeri	3	5	Ezechiel	15	1	80
Numeri	25	10	Ezechiel	11	14	80
Numeri	7	64	Numeri	29	5	71
Numeri	25	10	Numeri	26	52	100
Reges_I	22	24	Chronica_II	18	23	95
Numeri	8	5	Jeremia	1	4	80
Numeri	5	11	Ezechiel	12	21	80
Leviticus	13	1	Numeri	5	5	83
Leviticus	23	23	Numeri	34	1	100
Exodus	23	15	Exodus	34	18	86
Numeri	20	7	Jeremia	16	1	80
Leviticus	12	1	Sacharia	4	8	80
Leviticus	23	6	Numeri	28	17	92
Numeri	6	22	Jeremia	13	8	80
Jesaia	8	5	Ezechiel	34	1	67
Numeri	4	1	Ezechiel	12	21	67
Numeri	18	25	Numeri	25	16	100
Reges_I	22	52	Reges_II	3	1	71
Leviticus	14	1	Ezechiel	28	11	80
Numeri	14	26	Numeri	16	23	83
Numeri	7	43	Numeri	7	55	100
Amos	1	7	Amos	1	10	75
Numeri	6	22	Numeri	8	23	100
Leviticus	5	14	Numeri	8	1	100
Numeri	16	20	Numeri	27	15	83
Leviticus	22	26	Ezechiel	18	1	80
Ezechiel	14	12	Sacharia	4	8	100
Genesis	10	28	Chronica_I	1	22	100
Leviticus	10	8	Ezechiel	22	17	80
Numeri	27	6	Numeri	35	9	80
Exodus	14	1	Numeri	26	52	100
Leviticus	23	9	Ezechiel	17	11	80
Exodus	40	1	Ezechiel	12	26	80
Numeri	3	11	Numeri	6	1	100
Numeri	5	5	Ezechiel	14	2	80
Ezechiel	21	1	Psalmi	119	57	67
Reges_I	2	14	Ezechiel	21	23	75
Numeri	3	11	Jeremia	33	19	67
Numeri	4	21	Ezechiel	12	17	80
Leviticus	24	1	Numeri	27	6	80
Leviticus	12	1	Sacharia	8	18	67
Exodus	30	17	Numeri	5	1	100
Leviticus	19	1	Leviticus	21	16	100
Numeri	25	16	Ezechiel	21	1	80
Numeri	20	7	Ezechiel	28	11	80
Deuteronomium	2	17	Josua	20	1	80
Exodus	7	8	Leviticus	13	1	83
Ezechiel	12	21	Ezechiel	12	26	100
Numeri	5	1	Ezechiel	36	16	80
Jeremia	29	30	Ezechiel	36	16	80
Leviticus	7	22	Ezechiel	36	16	80
Numeri	3	5	Numeri	28	1	100
Leviticus	7	22	Sacharia	7	8	67
Psalmi	31	1	Psalmi	65	1	83
Numeri	1	48	Jeremia	1	4	80
Leviticus	22	17	Numeri	5	1	100
Jeremia	29	30	Ezechiel	18	1	80
Numeri	5	1	Numeri	16	20	83
Leviticus	5	14	Jeremia	1	4	80
Reges_II	14	12	Chronica_II	25	22	100
Jeremia	18	5	Jeremia	33	23	80
Exodus	3	8	Exodus	3	17	65
Exodus	25	1	Ezechiel	33	23	80
Exodus	30	22	Jeremia	13	3	67
Numeri	4	1	Numeri	8	1	83
Leviticus	21	11	Numeri	6	6	70
Numeri	35	9	Ezechiel	24	15	80
Leviticus	15	1	Jeremia	13	8	67
Numeri	4	21	Numeri	6	1	100
Leviticus	6	17	Numeri	8	23	100
Leviticus	13	21	Leviticus	13	26	94
Numeri	15	1	Jeremia	33	19	67
Ezechiel	14	2	Ezechiel	25	1	100
Reges_I	18	11	Reges_I	18	14	89
Ezechiel	14	12	Ezechiel	20	2	100
Leviticus	22	17	Leviticus	23	9	100
Psalmi	105	4	Chronica_I	16	11	100
Jeremia	33	19	Ezechiel	36	16	80
Numeri	7	37	Numeri	7	73	100
Numeri	18	25	Ezechiel	24	15	80
Exodus	6	2	Leviticus	7	22	71
Exodus	30	11	Numeri	25	10	100
Reges_II	20	18	Jesaia	39	7	100
Leviticus	19	1	Ezechiel	28	1	80
Numeri	5	11	Ezechiel	37	15	80
Jeremia	32	6	Ezechiel	34	1	80
Leviticus	24	1	Jeremia	18	5	80
Deuteronomium	18	17	Ezechiel	6	1	67
Numeri	14	26	Ezechiel	28	11	67
Leviticus	14	1	Leviticus	17	1	100
Numeri	6	1	Jeremia	13	3	67
Leviticus	22	17	Numeri	5	11	100
Leviticus	7	28	Numeri	4	21	100
Reges_II	13	8	Reges_II	23	28	72
Numeri	15	1	Ezechiel	21	6	80
Ezechiel	48	3	Ezechiel	48	25	67
Reges_I	14	24	Reges_II	21	2	68
Exodus	6	10	Numeri	17	1	100
Numeri	20	7	Numeri	25	10	100
Leviticus	5	14	Ezechiel	14	2	80
Psalmi	107	8	Psalmi	107	15	100
Leviticus	14	1	Ezechiel	28	20	80
Chronica_I	8	36	Chronica_I	9	42	78
Leviticus	6	1	Reges_I	6	11	67
Leviticus	23	33	Ezechiel	14	2	80
Exodus	13	1	Numeri	31	1	100
Exodus	25	39	Exodus	37	24	75
Reges_I	10	10	Chronica_II	9	9	82
Leviticus	13	1	Jeremia	24	4	67
Numeri	31	1	Jeremia	13	8	80
Jeremia	1	4	Ezechiel	38	1	100
Leviticus	5	20	Jeremia	33	19	67
Numeri	14	26	Ezechiel	21	13	67
Jeremia	52	2	Chronica_II	29	2	73
Exodus	20	10	Deuteronomium	5	14	83
Ezechiel	33	23	Sacharia	7	4	80
Jeremia	16	1	Ezechiel	22	17	100
Leviticus	18	1	Numeri	18	25	100
Ezechiel	14	12	Ezechiel	23	1	100
Leviticus	23	26	Jeremia	1	4	80
Ezechiel	7	1	Ezechiel	24	15	100
Exodus	6	2	Exodus	30	11	71
Leviticus	4	1	Numeri	18	25	100
Ezechiel	21	1	Sacharia	8	1	80
Numeri	5	5	Ezechiel	28	1	80
Leviticus	14	33	Ezechiel	23	1	67
Ezechiel	6	1	Sacharia	8	1	80
Numeri	3	5	Ezechiel	27	1	80
Numeri	2	1	Numeri	27	6	67
Jeremia	18	5	Ezechiel	24	20	100
Psalmi	60	11	Psalmi	108	11	75
Reges_I	8	25	Chronica_II	6	16	96
Exodus	13	1	Jeremia	24	4	80
Numeri	17	16	Ezechiel	16	1	80
Leviticus	23	26	Leviticus	24	13	100
Numeri	5	1	Ezechiel	24	20	80
Numeri	17	1	Ezechiel	11	14	80
Numeri	1	48	Josua	20	1	67
Psalmi	70	1	Psalmi	140	1	67
Ezechiel	15	1	Ezechiel	33	23	100
Exodus	31	1	Ezechiel	30	1	80
Numeri	31	1	Ezechiel	35	1	80
Leviticus	23	33	Ezechiel	33	23	80
Proverbia	2	2	Proverbia	5	1	67
Reges_I	17	2	Jeremia	33	23	80
Numeri	34	16	Numeri	35	9	100
Exodus	40	1	Leviticus	27	1	100
Numeri	20	7	Jeremia	32	6	67
Numeri	15	17	Sacharia	6	9	80
Leviticus	6	12	Leviticus	23	26	100
Leviticus	17	1	Ezechiel	27	1	80
Numeri	8	23	Ezechiel	38	1	80
Leviticus	15	1	Numeri	8	23	83
Numeri	9	9	Jeremia	13	3	67
Leviticus	7	28	Numeri	7	4	80
Reges_I	17	8	Ezechiel	13	1	100
Ezechiel	12	21	Ezechiel	21	23	100
Leviticus	14	33	Numeri	19	1	100
Leviticus	6	12	Ezechiel	7	1	80
Jeremia	33	23	Sacharia	8	1	67
Ezechiel	28	1	Sacharia	7	8	80
Sacharia	1	9	Sacharia	4	4	69
Numeri	5	11	Jeremia	13	3	67
Leviticus	6	12	Numeri	13	1	100
Ezechiel	12	26	Ezechiel	30	1	100
Numeri	29	18	Numeri	29	24	100
Leviticus	21	16	Leviticus	22	1	100
Leviticus	22	17	Ezechiel	28	1	80
Leviticus	20	1	Numeri	8	5	100
Numeri	9	9	Ezechiel	25	1	80
Numeri	34	16	Ezechiel	33	23	80
Leviticus	17	1	Jeremia	2	1	80
Numeri	15	1	Ezechiel	21	23	80
Iob	6	1	Iob	21	1	100
Leviticus	5	14	Leviticus	6	17	100
Leviticus	10	8	Ezechiel	20	2	80
Jeremia	33	19	Ezechiel	30	1	80
Reges_II	23	37	Reges_II	24	19	90
Leviticus	6	1	Leviticus	23	1	100
Exodus	14	1	Ezechiel	28	11	80
Leviticus	6	1	Ezechiel	13	1	80
Samuel_II	22	32	Psalmi	18	32	70
Numeri	4	17	Jeremia	13	8	67
Leviticus	20	1	Numeri	3	5	100
Numeri	7	13	Numeri	7	37	100
Numeri	1	29	Numeri	1	31	70
Leviticus	8	1	Numeri	20	7	100
Numeri	34	1	Samuel_I	15	10	67
Leviticus	6	12	Numeri	19	1	83
Reges_II	19	8	Jesaia	37	8	100
Numeri	34	1	Ezechiel	17	11	80
Leviticus	17	1	Numeri	8	1	100
Numeri	7	4	Numeri	15	1	80
Leviticus	23	1	Jeremia	13	8	80
Samuel_I	15	10	Jeremia	35	12	67
Exodus	30	22	Exodus	31	1	100
Leviticus	23	33	Ezechiel	23	1	80
Numeri	7	37	Numeri	7	61	100
Leviticus	23	8	Numeri	28	18	67
Exodus	7	8	Leviticus	12	1	67
Numeri	35	9	Ezechiel	36	16	80
Esra	2	55	Nehemia	7	57	86
Leviticus	6	12	Ezechiel	12	26	80
Leviticus	24	13	Ezechiel	16	1	80
Leviticus	14	33	Numeri	1	48	83
Leviticus	5	20	Leviticus	10	8	67
Leviticus	6	1	Numeri	10	1	100
Numeri	3	5	Numeri	8	1	100
Leviticus	17	1	Ezechiel	21	6	80
Numeri	1	54	Numeri	8	20	73
Numeri	3	5	Samuel_I	15	10	67
Numeri	3	5	Ezechiel	21	23	80
Leviticus	18	1	Ezechiel	34	1	80
Ezechiel	23	1	Sacharia	8	18	80
Ezechiel	18	1	Ezechiel	24	20	100
Exodus	6	10	Ezechiel	35	1	80
Exodus	28	25	Exodus	39	18	100
Leviticus	6	12	Numeri	15	1	100
Exodus	31	12	Numeri	8	5	80
Numeri	28	25	Numeri	29	12	71
Psalmi	4	1	Psalmi	40	1	71
Numeri	15	1	Ezechiel	23	1	80
Exodus	26	6	Exodus	36	13	87
Ezechiel	12	26	Sacharia	7	8	80
Leviticus	23	9	Ezechiel	7	1	80
Leviticus	22	17	Ezechiel	7	1	80
Reges_I	16	14	Reges_II	21	17	68
Leviticus	7	22	Numeri	9	9	100
Numeri	4	35	Numeri	8	24	67
Exodus	6	10	Ezechiel	12	17	80
Numeri	31	1	Ezechiel	16	1	80
Psalmi	29	2	Chronica_I	16	29	75
Numeri	16	23	Numeri	17	9	100
Leviticus	18	1	Jeremia	18	5	80
Leviticus	21	16	Numeri	27	15	100
Psalmi	51	1	Psalmi	62	1	71
Leviticus	7	22	Jeremia	32	26	67
Numeri	14	26	Ezechiel	27	1	67
Reges_I	14	23	Reges_II	17	10	67
Ezechiel	30	1	Ezechiel	33	1	100
Numeri	26	52	Jeremia	35	12	67
Numeri	15	17	Jeremia	16	1	80
Leviticus	24	1	Ezechiel	7	1	80
Exodus	40	1	Jeremia	13	8	80
Leviticus	23	9	Numeri	4	17	83
Ezechiel	7	1	Ezechiel	24	20	100
Exodus	30	22	Ezechiel	28	11	80
Ezechiel	22	1	Jona	3	1	67
Ezechiel	21	13	Jona	3	1	67
Ezechiel	27	1	Jona	3	1	67
Numeri	5	5	Sacharia	8	18	67
Leviticus	14	33	Numeri	8	23	83
Numeri	3	44	Numeri	27	15	100
Leviticus	6	17	Ezechiel	12	17	80
Exodus	6	10	Jeremia	29	30	67
Exodus	31	1	Ezechiel	22	23	80
Numeri	16	20	Ezechiel	22	1	67
Leviticus	13	1	Numeri	1	48	83
Leviticus	5	20	Jeremia	2	1	80
Leviticus	6	1	Leviticus	17	1	100
Numeri	13	1	Numeri	20	7	100
Exodus	7	8	Numeri	3	11	67
Leviticus	23	9	Josua	20	1	67
Leviticus	18	2	Leviticus	19	2	67
Deuteronomium	18	17	Ezechiel	14	2	67
Leviticus	14	1	Jeremia	33	19	67
Exodus	30	17	Numeri	25	16	100
Exodus	28	36	Exodus	39	30	67
Exodus	6	10	Josua	20	1	67
Jeremia	32	6	Ezechiel	37	15	80
Numeri	28	29	Numeri	29	10	100
Exodus	40	1	Jeremia	2	1	80
Leviticus	11	1	Numeri	31	25	67
Psalmi	8	1	Psalmi	84	1	67
Exodus	25	1	Numeri	5	11	100
Numeri	17	9	Ezechiel	25	1	80
Leviticus	19	1	Numeri	7	4	80
Numeri	6	22	Ezechiel	18	1	80
Numeri	14	26	Jeremia	24	4	67
Numeri	1	22	Numeri	1	38	75
Exodus	31	1	Jeremia	2	1	80
Numeri	5	5	Numeri	8	5	100
Leviticus	5	20	Ezechiel	22	23	80
Jeremia	32	6	Jeremia	32	26	100
Deuteronomium	2	2	Sacharia	4	8	75
Exodus	14	1	Leviticus	14	1	100
Leviticus	22	26	Ezechiel	21	6	80
Ezechiel	16	1	Ezechiel	30	1	100
Numeri	32	28	Josua	21	1	73
Reges_I	17	8	Ezechiel	35	1	100
Deuteronomium	18	17	Ezechiel	13	1	67
Psalmi	13	1	Psalmi	51	1	100
Exodus	30	17	Leviticus	23	23	100
Numeri	4	1	Numeri	34	16	83
Numeri	34	1	Jeremia	32	6	67
Reges_II	15	38	Chronica_II	12	16	69
Ezechiel	17	11	Ezechiel	36	16	100
Exodus	16	11	Numeri	3	44	100
Jeremia	2	1	Ezechiel	11	14	100
Samuel_II	22	51	Psalmi	18	51	83
Exodus	27	15	Exodus	38	15	67
Leviticus	23	26	Reges_I	17	8	80
Psalmi	52	1	Psalmi	54	1	71
Genesis	10	4	Chronica_I	1	7	71
Ezechiel	14	16	Ezechiel	14	18	73
Leviticus	10	8	Numeri	8	1	67
Leviticus	13	1	Numeri	31	25	67
Proverbia	6	11	Proverbia	24	34	100
Numeri	6	1	Ezechiel	11	14	80
Numeri	6	22	Jeremia	1	4	80
Numeri	10	1	Numeri	17	1	100
Reges_I	6	11	Jeremia	33	19	67
Exodus	6	2	Numeri	28	1	71
Exodus	12	50	Josua	14	5	67
Exodus	14	1	Leviticus	13	1	83
Leviticus	23	26	Ezechiel	7	1	80
Leviticus	12	1	Deuteronomium	2	17	80
Exodus	31	12	Leviticus	7	28	80
Numeri	10	1	Ezechiel	12	26	80
Leviticus	10	8	Numeri	28	1	67
Ezechiel	12	26	Ezechiel	16	1	100
Reges_II	19	34	Jesaia	37	35	90
Numeri	9	9	Jeremia	13	8	80
Numeri	3	11	Numeri	8	5	100
Numeri	16	20	Ezechiel	33	23	67
Leviticus	19	1	Ezechiel	12	17	80
Jeremia	33	23	Ezechiel	11	14	80
Numeri	8	23	Numeri	13	1	100
Numeri	9	9	Ezechiel	34	1	80
Leviticus	12	1	Leviticus	17	1	100
Ezechiel	27	1	Ezechiel	35	1	100
Numeri	18	25	Ezechiel	12	26	80
Leviticus	14	1	Numeri	20	7	100
Numeri	10	1	Ezechiel	27	1	80
Reges_II	21	17	Reges_II	21	25	72
Leviticus	5	14	Jeremia	18	5	80
Numeri	7	56	Numeri	7	80	100
Numeri	20	7	Ezechiel	20	2	80
Numeri	25	16	Ezechiel	22	17	80
Leviticus	24	13	Ezechiel	21	23	80
Numeri	8	23	Ezechiel	15	1	80
Leviticus	18	1	Ezechiel	16	1	80
Exodus	25	1	Leviticus	21	16	100
Esra	2	44	Nehemia	7	47	100
Leviticus	4	1	Numeri	5	5	100
Reges_I	22	31	Chronica_II	18	30	89
Leviticus	8	1	Ezechiel	12	1	80
Numeri	16	20	Ezechiel	28	11	67
Leviticus	12	1	Numeri	27	15	100
Leviticus	6	12	Leviticus	20	1	100
Leviticus	23	18	Numeri	29	36	67
Daniel	4	8	Daniel	4	17	77
Numeri	3	44	Numeri	25	16	100
Reges_II	24	9	Reges_II	24	19	90
Leviticus	6	17	Ezechiel	28	1	80
Leviticus	23	9	Numeri	10	1	100
Leviticus	4	1	Leviticus	5	20	100
Psalmi	41	1	Psalmi	64	1	100
Exodus	13	1	Leviticus	7	22	100
Numeri	23	5	Numeri	23	16	92
Leviticus	22	1	Numeri	20	7	100
Exodus	30	11	Ezechiel	14	12	80
Numeri	13	1	Ezechiel	22	17	80
Jesaia	38	4	Ezechiel	33	1	80
Samuel_I	15	10	Jeremia	1	4	80
Psalmi	39	1	Psalmi	68	1	71
Numeri	34	16	Deuteronomium	2	17	80
Exodus	40	1	Numeri	3	44	100
Leviticus	8	1	Jeremia	2	1	80
Reges_II	25	20	Jeremia	52	26	82
Exodus	14	1	Leviticus	23	33	100
Numeri	14	26	Ezechiel	22	23	67
Jesaia	38	4	Ezechiel	38	1	80
Numeri	8	5	Numeri	10	1	100
Jeremia	29	30	Ezechiel	22	17	80
Reges_I	11	43	Reges_II	16	20	69
Leviticus	20	1	Numeri	26	52	100
Ezechiel	12	26	Ezechiel	20	2	100
Exodus	13	1	Numeri	6	1	100
Leviticus	23	33	Ezechiel	20	2	80
Leviticus	22	17	Sacharia	6	9	80
Numeri	3	11	Ezechiel	38	1	80
Samuel_II	22	45	Psalmi	18	45	100
Numeri	1	24	Numeri	1	36	88
Numeri	8	5	Ezechiel	12	21	80
Leviticus	23	9	Numeri	3	5	100
Numeri	14	26	Ezechiel	33	1	67
Esra	2	61	Nehemia	7	63	100
Numeri	5	11	Numeri	15	37	80
Numeri	1	48	Numeri	5	5	100
Ezechiel	23	1	Ezechiel	25	1	100
Iob	4	1	Iob	15	1	100
Exodus	30	11	Jeremia	32	26	67
Numeri	27	15	Jeremia	13	8	80
Leviticus	23	23	Ezechiel	22	1	80
Numeri	7	35	Numeri	7	47	76
Numeri	18	25	Reges_I	6	11	67
Jeremia	16	1	Ezechiel	38	1	100
Jeremia	13	8	Ezechiel	17	11	100
Numeri	15	17	Numeri	17	1	100
Leviticus	3	4	Leviticus	3	10	100
Numeri	18	25	Ezechiel	30	1	80
Psalmi	49	1	Psalmi	84	1	75
Numeri	3	11	Numeri	18	25	100
Jeremia	32	6	Jeremia	43	8	71
